"Player","Pos","Squad","id","Age","Season","RATING","Sh/90","np:G-xG","Dist","xG","npxG/Sh","Cmp%","PrgDist","A-xAG","PrgP","Crs","SCA90","PassLive","TO","GCA90","Tkl%","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Succ%","44986","PrgR","Min%","Compl","onG","onGA","xG+/-90","CrdY","CrdR","Fls","Recov","Won%","def","mid","forw","Age^2"
"Lucas HГ¶ler","forward","Freiburg","ca618d23","27","2021","73","2.09","-2.1","14.1","9.1","0.16","67.3","1672","-1.5","85","23","3.27","71","3","0.35","46.4","38","58","2","41","115","44.7","23","208","84.4","13","46","38","0.17","2","0","36","106","54.1","0","0","1","729"
"Lucas Ocampos","forward","Sevilla","a08b974a","27","2021","81","2.16","0.1","16.8","5.9","0.12","75.9","2399","2.1","80","63","2.16","32","6","0.3","41.8","17","54","1","27","103","38.9","42","230","62.1","14","30","20","0.01","7","0","45","114","47.4","0","0","1","729"
"Lucas Torreira","midfielder","Fiorentina","52611641","25","2021","81","1.19","0","14.2","5.3","0.19","87.2","5765","-1.1","125","6","2.46","51","0","0.25","45","12","63","0","37","35","46.2","11","30","64.2","12","42","32","0.88","10","1","38","153","40.9","0","1","0","625"
"Lucas Tousart","midfielder","Hertha BSC","71ec39ef","24","2021","75","1.06","0.5","19.5","1.5","0.07","71","3191","-0.9","79","16","1.74","28","3","0","29.4","22","77","0","66","27","57.9","17","25","64.1","18","23","58","-0.92","3","0","32","132","46.4","0","1","0","576"
"Lucas VГЎzquez","defender","Real Madrid","fd51b456","30","2021","81","0.88","0.8","20.6","2.2","0.12","86.3","5574","-2.5","108","75","2.8","47","2","0.1","48.6","13","63","1","68","55","58.1","31","156","53.6","11","39","18","0.58","3","0","26","103","18.2","1","0","0","900"
"Ludovic Blas","midfielder","Nantes","6191093d","23","2021","79","2.58","-2.8","20.6","11.7","0.09","78.9","3862","1.1","157","37","3.25","77","7","0.52","34.1","29","64","1","16","89","40.5","65","190","86.6","18","48","41","-0.14","10","0","45","172","37","0","1","0","529"
"Ludwig Augustinsson","midfielder","Sevilla","9fec8860","27","2021","77","0.45","-0.4","15.1","0.4","0.09","79.3","2082","0.2","19","47","1.48","9","0","0.11","61.5","10","23","0","30","11","100","12","46","23.2","3","16","13","-0.19","3","0","13","41","68.2","0","1","0","729"
"Luis Alberto","midfielder","Lazio","5294a83f","28","2021","83","1.8","1.7","21","3.3","0.07","82.5","8252","1.2","223","143","4.59","83","3","0.61","15.4","29","42","0","16","30","61.4","89","89","68.8","11","51","35","0.32","5","0","13","136","33.3","0","1","0","784"
"Luis Muriel","forward","Atalanta","eb2fe5b6","30","2021","82","3.22","1.4","18.8","7.1","0.1","71.7","2422","2","86","75","7.09","67","13","0.82","15.8","14","19","0","6","118","59.6","45","214","45","2","31","21","0.57","1","0","14","65","48.4","0","0","1","900"
"Luis SuГЎrez","forward","AtlГ©tico Madrid","a6154613","34","2021","84","2.5","1.3","19.6","10","0.15","72.3","895","0.7","40","6","1.86","27","2","0.34","20","10","9","0","16","86","26.1","11","105","53.7","5","35","26","0.66","7","0","20","42","44.2","0","0","1","1156"
"Luiz Felipe","defender","Lazio","15d0c248","24","2021","79","0.18","-0.3","13.6","0.3","0.06","91.4","11624","-0.2","78","2","0.51","12","0","0.04","58.8","10","74","1","282","10","100","9","1","72.8","22","51","39","0.18","9","1","28","133","50.6","1","0","0","576"
"Luka JoviД‡","forward","Real Madrid","4d8cd038","23","2021","79","3.9","-1.3","13.8","2.3","0.14","77.6","121","2.2","7","0","3.16","8","0","0.73","0","2","2","0","4","25","50","2","17","10.8","0","13","2","1.07","1","0","3","9","46.7","0","0","1","529"
"Luka MilivojeviД‡","midfielder","Crystal Palace","2ce2508a","30","2021","74","0.93","-0.3","26.6","0.3","0.04","81.1","2097","-0.7","37","43","2.33","8","0","0","62.5","4","29","0","21","1","100","7","4","22.6","1","13","16","0.39","1","0","15","58","68.4","0","1","0","900"
"Luka ModriД‡","midfielder","Real Madrid","6025fab1","35","2021","88","1.15","-0.7","22","2.5","0.06","87.9","7617","2.8","221","48","3.72","68","3","0.49","22.2","28","38","0","18","50","66.7","39","87","59.4","6","47","20","0.78","4","0","24","123","30","0","1","0","1225"
"Lukas Klostermann","defender","RB Leipzig","ca8033cb","25","2021","80","0.33","-0.4","15.8","0.4","0.07","85.8","5600","0.2","70","3","0.66","12","0","0.05","68.4","16","55","0","120","23","60","11","26","53.9","12","43","19","0.73","1","0","9","101","67.6","1","0","0","625"
"Lukas KlГјnter","defender","Hertha BSC","92948149","25","2021","70","0","0","0","0","0","69.8","437","-0.4","10","4","1.86","3","1","0","20","2","3","0","4","2","50","1","7","6.3","1","0","3","-1.13","1","0","5","12","50","1","0","0","625"
"Lukas KГјbler","forward","Freiburg","2a29eb9b","28","2021","74","0.5","0.5","15.6","1.5","0.12","72.5","5329","-1","89","49","1.47","31","0","0.08","57.1","24","106","0","90","21","55.6","28","68","76","13","45","34","0.2","2","0","24","145","48.1","0","0","1","784"
"Luke Shaw","defender","Manchester Utd","9c94165b","26","2021","80","0.34","-0.1","24.7","0.1","0.02","79.1","5275","-0.6","82","109","3.88","45","1","0.34","57.1","26","30","2","55","15","50","42","69","46.8","15","31","24","0.26","8","0","32","95","57.1","1","0","0","676"
"Lyanco","defender","Southampton","b5bf1770","24","2021","72","0.59","-0.3","16.9","0.3","0.04","71","2134","-0.1","18","4","0.99","6","1","0.1","55.6","5","31","1","104","4","100","1","1","26.6","9","11","20","-0.83","2","0","13","73","57.6","1","0","0","576"
"LГЎszlГі BГ©nes","midfielder","M'Gladbach","fe888e39","23","2021","73","2.56","-0.6","22.6","0.6","0.08","73.8","748","-0.6","13","15","5.12","6","0","0.37","16.7","1","7","0","6","3","33.3","1","9","8","0","6","6","-0.81","0","0","1","17","83.3","0","1","0","529"
"M'Baye Niang","forward","Bordeaux","2054d037","26","2021","73","3.01","-0.3","15.9","3.3","0.13","59.2","208","-0.7","12","3","1.62","9","1","0.23","0","9","5","0","5","43","33.3","4","63","22.7","1","9","17","-0.07","3","0","23","18","43.8","0","0","1","676"
"Mahmoud Dahoud","midfielder","Dortmund","db4ed67b","25","2021","80","1.19","0.8","23.7","1.2","0.06","78.4","4284","0","116","29","2.82","43","3","0.33","43.5","24","59","0","43","24","63.4","24","46","54.2","12","52","31","0.57","7","1","23","142","42.3","0","1","0","625"
"Makoto Hasebe","defender","Eint Frankfurt","9ab16552","37","2021","74","0","0","0","0","0","86.3","5349","-0.4","63","2","1.06","13","1","0.08","44.8","5","49","0","90","0","71.4","5","2","38.8","10","14","20","-0.08","1","0","13","125","41.7","1","0","0","1369"
"Mamadou Sakho","defender","Montpellier","87935cf3","31","2021","76","0.03","0","6.4","0","0.03","89.2","11223","-0.1","84","0","0.59","16","0","0.14","61.5","3","75","4","309","9","80","4","0","75.3","26","39","42","-0.16","3","0","8","183","60.3","1","0","0","961"
"Manolo Gabbiadini","forward","Sampdoria","8f866fe8","29","2021","75","3.47","2.1","19.3","3.9","0.09","63","943","0","29","24","2.92","23","0","0.32","14.3","13","9","0","14","32","40","9","57","33.3","5","15","19","-0.29","3","0","12","37","33.3","0","0","1","841"
"Manuel Akanji","defender","Dortmund","89ac64a6","26","2021","81","0.52","-0.9","11.2","1.9","0.15","90.4","13836","-0.1","115","3","0.64","12","1","0.04","68.8","10","68","0","198","21","88.9","12","8","73.9","23","64","44","0.4","3","0","19","164","59.3","1","0","0","676"
"Manuel Gulde","defender","Freiburg","25ab9c9c","30","2021","74","0","0","0","0","0","82.6","3236","0","31","3","0.15","2","0","0","72.7","5","35","0","71","3","50","1","0","40","6","15","19","-0.19","2","0","17","60","62.5","1","0","0","900"
"Manuel Lanzini","midfielder","West Ham","26f6dca8","28","2021","79","0.66","0.7","23.1","3.7","0.1","90.4","3945","0.6","119","28","3.02","51","3","0.45","28.6","12","47","0","23","35","69.4","37","57","52.2","7","32","29","-0.07","2","0","11","124","22.7","0","1","0","784"
"Manuel Lazzari","defender","Lazio","02caf6e0","27","2021","79","0.65","2.2","21.2","0.8","0.06","84.7","3467","0.9","50","56","1.84","26","2","0.6","61.5","18","40","1","35","38","50","64","107","48.7","9","39","30","0.19","3","0","18","85","16.7","1","0","0","729"
"Manuel Locatelli","midfielder","Juventus","a8a874f1","23","2021","82","0.87","0.8","19","2.2","0.1","85.1","8006","1.7","147","8","2.38","52","1","0.33","44.7","16","66","0","86","28","67.9","21","32","63.2","15","37","22","0.39","6","0","42","167","58.5","0","1","0","529"
"Marc Albrighton","forward","Leicester City","b827d5b3","31","2021","75","0.32","0.5","16.3","0.5","0.12","62.2","2040","0","26","78","1.51","12","0","0.16","21.3","27","45","0","35","12","37.5","14","56","33.1","11","17","24","-0.9","3","0","6","65","23.5","0","0","1","961"
"Marc Roca","midfielder","Bayern Munich","da27e268","24","2021","76","1.19","-0.2","22.6","0.2","0.04","87.2","1354","-0.3","26","5","2.14","6","0","0.24","25","4","15","0","6","5","50","5","2","12.4","0","15","2","1.69","0","0","10","31","0","0","1","0","576"
"Marcel Halstenberg","defender","RB Leipzig","8ff2354e","29","2021","78","0.89","0.7","15","0.3","0.07","87.2","1841","-0.4","24","6","1.42","6","0","0.18","54.5","4","17","0","22","8","87.5","5","8","16.6","3","13","6","0.86","0","0","4","35","80","1","0","0","841"
"Marcel Sabitzer","forward","Bayern Munich","e280527c","27","2021","80","1.99","-1.1","19.8","2.1","0.11","80.9","2280","-0.7","66","16","2.58","23","0","0.2","47.4","20","27","1","19","29","57.1","11","54","29.6","1","25","11","1.43","0","0","16","67","55","0","0","1","729"
"Marcelo","defender","Real Madrid","603116a7","33","2021","72","1.37","-0.2","20.8","0.2","0.03","82.6","1530","1.3","47","29","2.58","14","0","0.34","50","9","9","0","17","14","90","21","47","15.4","2","10","0","0.87","0","0","3","32","42.9","1","0","0","1089"
"Marcelo","defender","Bordeaux","e3d0b0c4","34","2021","72","0.3","-0.2","10.1","0.2","0.06","83.1","4281","-0.2","28","0","0.9","7","0","0.1","66.7","2","22","1","91","11","100","0","1","26.3","7","11","21","-0.44","4","0","7","56","87.5","1","0","0","1156"
"Marcelo BrozoviД‡","midfielder","Inter","33b8d077","28","2021","86","0.98","0.7","22.3","1.3","0.04","92.1","13556","-0.9","263","23","3","89","1","0.37","50","16","114","2","120","30","75.7","49","36","85.9","23","77","26","1.15","7","0","43","252","35.1","0","1","0","784"
"Marco Asensio","forward","Real Madrid","45af8a54","25","2021","83","3.33","2.5","18.9","7.5","0.12","81.8","2086","-2.4","80","71","3.64","42","5","0.31","22.2","24","24","1","11","79","67.5","45","143","50.6","7","42","13","0.91","2","0","8","83","0","0","0","1","625"
"Marco Reus","midfielder","Dortmund","36a3ff67","32","2021","85","1.83","-2.5","15.8","11.5","0.23","80.8","3446","5.1","119","40","3.78","78","1","0.93","38.1","28","57","1","52","114","42.4","51","172","81.8","18","73","45","0.56","2","0","22","112","25","0","1","0","1024"
"Marco Richter","forward","Hertha BSC","f972644c","23","2021","74","2.32","1.8","20.1","3.2","0.07","65.5","1869","-0.6","45","57","2.48","25","5","0.11","36.1","22","46","0","26","51","34.8","20","97","55.7","2","20","31","-0.43","6","0","30","95","21.4","0","0","1","529"
"Marco Verratti","midfielder","Paris S-G","1467af0d","28","2021","87","0.33","1.4","16.4","0.6","0.09","91","8834","-0.3","193","9","3.48","69","1","0.28","50","27","78","2","52","33","80.7","83","63","56.6","12","47","22","1.05","12","0","32","127","31.3","0","1","0","784"
"Marcos Alonso","defender","Chelsea","f4290206","30","2021","79","1.79","1.2","18.7","2.8","0.07","76.9","5763","-0.5","93","149","3.86","66","3","0.42","47.2","39","84","0","72","69","42.9","32","192","63.4","16","42","22","0.66","8","0","25","139","58.8","1","0","0","900"
"Marcos Llorente","forward","AtlГ©tico Madrid","02c15616","26","2021","84","0.59","-0.7","20.9","0.7","0.04","79.5","4204","-0.6","81","71","2.1","51","1","0.18","65.1","34","78","0","59","56","63.3","37","181","71.5","20","40","26","0.34","5","0","30","174","43.9","0","0","1","676"
"Marcus Coco","midfielder","Nantes","3010aefb","25","2021","71","1.16","0.3","17.4","0.7","0.06","68.9","1250","-0.5","22","24","1.65","11","2","0.19","44.4","8","44","0","20","19","53.8","20","62","27.2","1","8","10","-0.3","3","1","21","67","49.2","0","1","0","625"
"Marcus Rashford","forward","Manchester Utd","a1d5bd30","23","2021","81","1.6","1.1","17.7","2.9","0.13","71.7","706","-0.1","28","22","1.97","16","5","0.22","15.4","10","11","1","6","69","41.5","30","118","36.1","3","18","28","-0.36","2","0","13","44","27","0","0","1","529"
"Marcus Thuram","forward","M'Gladbach","6f8cd6d0","23","2021","78","2.94","-1.6","13.1","4.6","0.15","71.4","499","-1.1","17","7","3.64","20","7","0.2","25","8","11","0","5","62","63.9","19","95","32","3","15","28","-0.7","2","0","12","29","59.3","0","0","1","529"
"Mariano","forward","Real Madrid","5c4dc0ff","27","2021","74","3.68","-0.8","13","1.8","0.13","68.9","163","0.2","5","1","2.11","7","1","0.26","0","2","3","0","3","19","60","6","19","10","1","8","4","-0.37","2","0","2","4","69.2","0","0","1","729"
"Marius Wolf","midfielder","Dortmund","fa661778","26","2021","77","1.36","1","15.8","2","0.1","76.6","2551","0","49","25","2.32","24","2","0.34","50","25","39","0","17","55","41.9","27","112","43.2","2","35","24","0.82","4","0","17","64","33.3","0","1","0","676"
"Mark Uth","midfielder","KГ¶ln","a3ddb1b9","29","2021","76","3.11","-0.2","18","5.2","0.07","68.5","2856","1.2","82","123","4.36","59","1","0.44","30.6","29","46","0","12","89","40.3","23","160","66.2","3","41","32","0.1","3","0","34","110","41.5","0","1","0","841"
"Marko Rog","midfielder","Cagliari","b6b2b820","26","2021","72","2.03","-0.3","22.7","0.3","0.04","80.3","357","0.9","14","3","5.23","14","1","0.58","12.5","3","6","0","4","4","44.4","10","10","9.1","0","2","5","-0.54","0","0","11","19","44.4","0","1","0","676"
"Marquinhos","defender","Paris S-G","d5f2f82b","27","2021","67","0.66","1.2","10.1","3.8","0.18","93.1","15025","-0.4","128","6","0.69","19","0","0.06","57.1","3","53","0","342","33","66.7","19","8","83.7","31","67","28","0.95","5","0","6","181","51.3","1","0","0","729"
"Marten de Roon","forward","Atalanta","2a1beb34","30","2021","80","0.81","1","19.7","2","0.09","84.9","8331","-0.3","176","7","1.48","38","1","0.11","54.8","21","114","0","74","19","50","23","30","74.5","26","53","39","0.45","7","1","50","212","60.5","0","0","1","900"
"Martin Braithwaite","forward","Barcelona","fd771f95","30","2021","76","2.68","1.1","12","0.9","0.12","78.6","80","-0.2","4","2","0.77","2","0","0","0","1","2","0","3","12","66.7","3","24","6.9","1","6","4","0.62","0","0","5","7","33.3","0","0","1","900"
"Martin Terrier","forward","Rennes","5148dcc5","24","2021","81","2.79","6.7","14.9","13.9","0.14","78.9","2692","-1.4","123","28","3.53","85","6","0.58","58.1","20","73","0","20","131","47.5","55","228","81.3","7","68","27","0.62","1","0","28","110","45.1","0","0","1","576"
"Marvin Plattenhardt","defender","Hertha BSC","f7aa75bd","29","2021","74","0.38","-0.5","26.7","0.5","0.07","69.1","5898","-1.3","55","123","3.46","19","1","0.49","55.6","23","42","0","51","2","66.7","13","37","53.5","16","20","30","-0.32","3","0","14","102","53.3","1","0","0","841"
"Mason Holgate","defender","Everton","d0042ab9","24","2021","75","0.3","0.7","9.8","1.3","0.19","66.7","4600","0.9","40","4","0.21","4","0","0.04","42.3","11","61","1","156","14","50","7","2","62.4","22","29","42","-0.43","7","1","26","105","66.3","1","0","0","576"
"Mateo KovaДЌiД‡","midfielder","Chelsea","79c0821a","27","2021","84","1.27","0.4","20.3","1.6","0.07","88.2","4072","1.8","135","6","3.98","58","4","0.46","48.6","12","58","1","22","15","74.5","63","37","45.6","11","39","11","0.75","4","0","24","111","50","0","1","0","729"
"MathГ­as Olivera","defender","Getafe","41c12f75","23","2021","77","0.77","-1","12","2.4","0.08","71.1","6057","0.6","101","63","2.7","54","3","0.13","58","42","134","1","85","64","50","57","95","82","28","24","28","-0.18","10","0","55","195","50","1","0","0","529"
"Matija NastasiД‡","defender","Fiorentina","f35430a4","28","2021","74","0.41","-0.1","7","0.1","0.11","92.9","852","0","8","0","0.41","1","0","0","100","0","6","0","24","1","0","1","0","6.4","2","1","7","-1.27","1","0","2","13","75","1","0","0","784"
"Mats Hummels","defender","Dortmund","05d548d8","32","2021","84","0.61","0.1","9.7","0.9","0.08","87.1","9577","1.3","78","1","0.71","10","0","0.2","55.6","12","66","1","169","15","75","11","4","57.7","15","48","23","0.41","4","0","16","128","65.3","1","0","0","1024"
"Matt Ritchie","defender","Newcastle Utd","71ef519e","31","2021","73","0.67","-0.7","22.4","0.7","0.07","71.4","4445","0","48","104","3.16","22","0","0.2","37","6","35","0","43","7","66.7","8","40","39.1","13","15","37","-1.18","5","0","13","70","45.2","1","0","0","961"
"Matt Targett","defender","Aston Villa","e514ab62","25","2021","77","0.44","0.5","13.5","0.5","0.07","71.9","4703","-0.7","83","59","2.26","30","0","0.13","53.3","18","57","0","60","15","16.7","16","79","41.8","14","16","28","-0.59","2","0","15","73","69.6","1","0","0","625"
"Matteo Darmian","defender","Inter","96e0490d","31","2021","80","0.48","1.3","17.1","0.7","0.09","79.6","3233","-1","51","37","2.57","35","1","0.18","39","22","51","0","35","29","44.4","16","96","44.1","9","34","21","0.81","4","0","23","54","78.3","1","0","0","961"
"Matthew Lowton","defender","Burnley","9a9c05db","32","2021","74","0.51","0.3","21.6","0.7","0.07","67.5","5050","-0.1","74","51","1.73","25","0","0.1","54.1","25","64","0","94","5","47.6","14","39","51.8","17","18","30","-0.45","3","1","13","118","61","1","0","0","1024"
"Matthias Ginter","defender","M'Gladbach","f521b80a","27","2021","82","1.18","-1","13.9","2","0.07","82.5","10355","-1.8","125","20","1.99","41","0","0.12","67.5","21","69","0","132","44","60","25","40","77","24","39","49","0.16","2","0","9","136","62.7","1","0","0","729"
"Mattia De Sciglio","defender","Juventus","ae4e2852","28","2021","76","0.46","0.8","23.7","0.2","0.03","79.4","3507","-0.6","40","52","2.47","26","1","0.31","45.8","16","34","0","43","13","60","18","70","34.2","9","18","13","-0.14","2","1","15","75","66.7","1","0","0","784"
