Player,Pos,Squad,id,Age,Season,RATING,Gls,SoT%,Cmp%,Ast,Tkl%,Clr,Att.5,Succ%,PPM,CrdY,CrdR,Won%,def,mid,forw,Age^2
Edinson Cavani,forward,Manchester Utd,527f063d,33,2020,85,10,44.1,77.0,3,15.4,11,12,50.0,1.85,4,0,37.0,0,0,1,1089
Edoardo Goldaniga,defender,Genoa,4b029b31,26,2020,71,0,0.0,72.8,1,60.9,62,11,54.5,0.92,8,0,41.0,1,0,0,676
Ellyes Skhiri,midfielder,KГ¶ln,c2211709,25,2020,77,5,41.2,86.4,2,50.8,38,22,68.2,0.91,5,0,55.3,0,1,0,625
Elseid Hysaj,defender,Napoli,2f3452eb,26,2020,77,0,0.0,83.9,2,51.5,52,33,66.7,2.21,2,0,58.1,1,0,0,676
Emil Forsberg,forward,RB Leipzig,9a2e0ccc,28,2020,81,7,43.8,76.0,4,18.5,4,33,57.6,1.72,0,0,26.7,0,0,1,784
Emil Krafth,defender,Newcastle Utd,77cf6852,25,2020,73,1,42.9,71.7,0,48.0,52,4,75.0,1.38,4,0,56.8,1,0,0,625
Emre Can,forward,Dortmund,a65ce836,26,2020,82,1,23.5,86.6,4,54.1,52,36,83.3,1.86,5,0,67.7,0,0,1,676
Enes Гњnal,forward,Getafe,f8eca1b6,23,2020,75,4,21.6,58.6,2,26.7,14,36,47.2,0.93,4,0,50.7,0,0,1,529
Enis Bardhi,midfielder,Levante,cac2537b,25,2020,79,1,36.1,73.9,2,27.8,14,57,61.4,0.92,4,0,20.8,0,1,0,625
Eric Bailly,defender,Manchester Utd,a1232f4e,26,2020,79,0,0.0,88.1,0,0.0,36,4,100.0,1.92,3,0,58.5,1,0,0,676
Eric Dier,defender,Tottenham,ac861941,26,2020,79,0,14.3,82.9,0,61.1,123,4,75.0,1.5,3,0,59.4,1,0,0,676
Erick Cabaco,defender,Getafe,e7ab4179,25,2020,73,0,0.0,61.6,0,54.5,51,2,0.0,1.1,9,0,66.7,1,0,0,625
Erik Thommy,forward,Stuttgart,df8e7b62,25,2020,72,0,8.3,72.1,2,0.0,4,4,75.0,1.25,0,0,100.0,0,0,1,625
Ermin BiДЌakДЌiД‡,defender,Hoffenheim,7aac47fe,30,2020,75,1,50.0,86.9,0,100.0,9,0,0.0,3.0,1,0,58.3,1,0,0,900
Fabian SchГ¤r,defender,Newcastle Utd,c8aa95da,28,2020,76,1,36.4,76.2,0,36.8,52,14,50.0,1.11,4,1,40.0,1,0,0,784
Fabinho,forward,Liverpool,7f3b388c,26,2020,86,0,10.0,90.2,0,50.0,66,11,63.6,1.87,6,0,50.9,0,0,1,676
Fabio Quagliarella,forward,Sampdoria,ee4f2f3b,37,2020,78,13,31.6,68.8,1,10.5,10,28,60.7,1.21,1,0,40.5,0,0,1,1369
Federico Bernardeschi,forward,Juventus,ee93c1a9,26,2020,79,0,46.2,76.4,2,20.0,7,32,68.8,2.11,3,0,46.2,0,0,1,676
Federico Ceccherini,defender,Hellas Verona,d9624b51,28,2020,74,0,0.0,80.1,0,28.6,60,15,73.3,1.08,8,0,63.2,1,0,0,784
Federico Chiesa,forward,Juventus,b0f7e36c,22,2020,83,8,41.7,75.8,8,38.0,16,84,57.1,2.07,3,1,17.6,0,0,1,484
Federico Fazio,defender,Roma,4e358a2d,33,2020,75,1,66.7,85.8,0,75.0,18,3,100.0,1.17,2,0,58.6,1,0,0,1089
Federico FernГЎndez,defender,Newcastle Utd,f25b010f,31,2020,75,0,50.0,80.0,0,81.0,147,1,0.0,1.33,4,0,62.3,1,0,0,961
Federico Valverde,midfielder,Real Madrid,0959c2a2,22,2020,83,3,36.4,86.6,1,38.5,4,28,82.1,2.25,0,0,55.6,0,1,0,484
Ferland Mendy,defender,Real Madrid,3cefcaef,25,2020,83,1,16.7,88.8,0,50.0,32,60,73.3,2.38,3,0,41.7,1,0,0,625
Filip KostiД‡,defender,Eint Frankfurt,b1cd37e6,27,2020,84,4,40.4,61.0,14,40.7,28,60,40.0,1.83,4,0,43.3,1,0,0,729
Flavien Tait,midfielder,Rennes,a0f9b535,27,2020,76,1,32.0,82.8,3,31.3,2,47,48.9,1.48,6,0,47.4,0,1,0,729
Florent Mollet,midfielder,Montpellier,7e82a78f,28,2020,78,3,31.4,82.9,5,25.5,9,36,38.9,1.32,5,2,27.5,0,1,0,784
Florian Kainz,midfielder,KГ¶ln,94c18565,27,2020,75,1,33.3,66.8,0,25.0,3,12,41.7,1.25,0,0,37.5,0,1,0,729
Florian Lejeune,defender,AlavГ©s,6eaed4eb,29,2020,77,1,26.1,76.5,1,60.0,149,13,76.9,1.0,10,0,65.8,1,0,0,841
Florian Niederlechner,forward,Augsburg,d6862409,29,2020,75,5,38.3,66.0,4,0.0,18,24,66.7,0.82,3,1,30.0,0,0,1,841
Francesco Acerbi,defender,Lazio,b96b595c,32,2020,83,0,0.0,88.4,1,45.0,121,8,75.0,1.88,9,1,71.3,1,0,0,1024
Francis Coquelin,midfielder,Villarreal,a6951bf8,29,2020,80,0,0.0,88.3,0,42.1,11,15,80.0,1.5,4,0,52.6,0,1,0,841
Gabriel Jesus,forward,Manchester City,b66315ae,23,2020,83,9,29.1,84.0,4,39.3,5,70,68.6,2.28,2,0,25.4,0,0,1,529
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,29,2020,73,0,0.0,81.5,0,50.0,8,5,40.0,1.5,1,0,45.5,1,0,0,841
Gareth Bale,forward,Tottenham,a58bb1e1,31,2020,82,11,50.0,68.5,2,50.0,16,49,55.1,1.45,1,0,67.6,0,0,1,961
GaГ«l Kakuta,midfielder,Lens,5b1bf5e3,29,2020,78,11,18.6,70.8,5,18.2,4,102,51.0,1.43,3,0,29.2,0,1,0,841
GaГ«tan Laborde,forward,Montpellier,7cdda3bf,26,2020,80,16,40.4,63.7,8,26.7,25,70,47.1,1.42,3,0,51.3,0,0,1,676
Geoffrey Kondogbia,midfielder,AtlГ©tico Madrid,cce181df,27,2020,79,0,40.0,84.6,0,55.0,8,12,83.3,2.32,4,0,42.9,0,1,0,729
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,29,2020,84,2,29.0,92.5,0,22.6,18,51,66.7,1.82,1,0,51.3,0,1,0,841
GermГЎn Pezzella,defender,Fiorentina,8c725b43,29,2020,77,1,12.5,84.7,0,56.3,109,1,100.0,1.09,5,0,59.5,1,0,0,841
Giacomo Bonaventura,midfielder,Fiorentina,d995ed27,30,2020,78,3,25.0,79.6,2,30.2,12,60,66.7,1.15,5,0,48.3,0,1,0,900
Gian Marco Ferrari,defender,Sassuolo,8650af85,28,2020,73,0,20.0,91.3,4,43.5,100,12,50.0,1.68,7,0,57.0,1,0,0,784
Gianluca Caprari,midfielder,Benevento,54e53b7e,27,2020,75,5,31.9,71.3,6,19.4,8,95,54.7,0.93,4,1,9.1,0,1,0,729
Gianluca Mancini,defender,Roma,5aa53281,24,2020,80,4,39.3,88.0,2,58.1,77,19,78.9,1.58,10,0,62.5,1,0,0,576
Giorgio Chiellini,defender,Juventus,e85fb9b8,35,2020,86,0,0.0,91.4,1,45.5,56,4,50.0,1.94,4,0,55.3,1,0,0,1225
Giovani Lo Celso,midfielder,Tottenham,d7553721,24,2020,81,1,33.3,77.6,1,34.5,5,20,40.0,1.89,5,0,48.3,0,1,0,576
Giovanni Simeone,forward,Cagliari,343c0d52,25,2020,75,6,30.2,73.7,2,22.6,18,23,65.2,0.91,1,0,30.5,0,0,1,625
Giuseppe Pezzella,defender,Parma,149c5f5d,22,2020,72,1,28.6,76.8,4,53.7,52,49,71.4,0.58,7,0,66.7,1,0,0,484
Gonzalo Escalante,midfielder,Lazio,3f79a1c8,27,2020,77,0,42.9,87.7,1,28.6,13,9,88.9,1.92,5,0,40.0,0,1,0,729
Granit Xhaka,forward,Arsenal,e61b8aee,27,2020,79,1,33.3,89.8,2,51.7,38,16,50.0,1.65,7,1,52.7,0,0,1,729
Guillermo MaripГЎn,defender,Monaco,d9764034,26,2020,77,5,40.0,89.9,1,55.6,66,2,100.0,2.07,7,0,51.3,1,0,0,676
Hakan Г‡alhanoДџlu,midfielder,Milan,cd0fa27b,26,2020,82,4,26.8,76.8,9,25.0,24,59,61.0,2.09,4,0,34.7,0,1,0,676
Hamari TraorГ©,defender,Rennes,a4b1028a,28,2020,79,1,21.7,82.2,1,37.3,50,33,69.7,1.54,4,0,41.8,1,0,0,784
Hamza Choudhury,midfielder,Leicester City,7d2d3329,22,2020,73,0,25.0,80.3,0,40.0,9,1,0.0,1.8,1,0,85.7,0,1,0,484
Hans Hateboer,defender,Atalanta,3b333ac3,26,2020,80,2,48.1,86.4,1,56.5,9,13,38.5,2.18,3,0,53.5,1,0,0,676
Harry Kane,forward,Tottenham,21a66f6a,27,2020,90,23,35.3,67.6,14,30.8,40,100,52.0,1.69,1,0,39.9,0,0,1,729
Harry Maguire,defender,Manchester Utd,d8931174,27,2020,84,2,25.0,87.0,1,62.1,122,14,57.1,2.06,11,0,75.8,1,0,0,729
Harry Winks,midfielder,Tottenham,2f7acede,24,2020,77,0,25.0,84.8,0,25.0,12,5,80.0,1.67,5,0,58.3,0,1,0,576
Harvey Barnes,forward,Leicester City,3ea50f67,22,2020,81,9,44.6,72.1,4,22.7,11,89,44.9,1.84,0,0,42.9,0,0,1,484
Henrikh Mkhitaryan,midfielder,Roma,dd0daf32,31,2020,83,13,40.7,75.7,10,21.0,10,85,56.5,1.71,2,0,32.5,0,1,0,961
Houssem Aouar,midfielder,Lyon,a5db0bec,22,2020,81,7,36.8,84.1,3,32.0,4,81,56.8,1.97,3,1,19.0,0,1,0,484
Iago Aspas,forward,Celta Vigo,7dcf86f6,32,2020,84,14,46.7,77.1,13,8.7,21,85,70.6,1.48,9,0,26.2,0,0,1,1024
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,21,2020,78,1,50.0,85.6,0,25.0,24,8,100.0,2.21,2,0,76.3,1,0,0,441
Ignatius Ganago,forward,Lens,23c63b7f,21,2020,74,7,45.0,68.9,0,25.0,3,43,53.5,1.33,0,0,41.2,0,0,1,441
Ihlas Bebou,forward,Hoffenheim,a53b661f,26,2020,77,9,39.6,74.0,7,57.1,16,76,56.6,1.31,3,0,39.9,0,0,1,676
Isaac Hayden,forward,Newcastle Utd,c951a6df,25,2020,76,0,12.5,78.8,0,40.0,47,10,70.0,1.0,8,0,62.2,0,0,1,625
Isco,midfielder,Real Madrid,a0b4bb3e,28,2020,82,0,15.0,86.1,2,14.3,2,44,70.5,2.24,1,0,25.0,0,1,0,784
IsmaГ«l TraorГ©,defender,Angers,b666421b,33,2020,75,3,38.5,83.7,3,54.1,107,16,87.5,1.18,3,0,46.8,1,0,0,1089
Issa Diop,defender,West Ham,a712ca2b,23,2020,77,2,66.7,82.1,0,38.9,59,5,60.0,1.61,3,0,57.1,1,0,0,529
Ivan PeriЕЎiД‡,midfielder,Inter,6fe90922,31,2020,81,4,28.6,70.7,3,36.4,36,18,38.9,2.28,3,0,57.1,0,1,0,961
Ivan RadovanoviД‡,forward,Genoa,023937a9,31,2020,74,0,16.7,84.9,0,38.7,114,10,80.0,1.18,6,0,54.5,0,0,1,961
Ivan RakitiД‡,midfielder,Sevilla,89f951b5,32,2020,82,4,21.1,86.2,2,29.3,29,28,39.3,2.0,5,0,52.5,0,1,0,1024
Jack Cork,midfielder,Burnley,74e12f1e,31,2020,76,0,0.0,83.0,0,35.5,20,7,71.4,1.0,2,0,53.3,0,1,0,961
Jack Stephens,defender,Southampton,6adbc307,26,2020,74,0,33.3,80.6,0,44.7,64,5,40.0,1.0,2,0,52.6,1,0,0,676
Jadon Sancho,forward,Dortmund,dbf053da,20,2020,87,8,31.4,78.0,11,43.8,9,138,55.8,1.85,0,0,25.0,0,0,1,400
Jakub Jankto,midfielder,Sampdoria,1ea5f91c,24,2020,74,6,25.6,67.5,3,31.4,34,26,38.5,1.29,6,0,29.0,0,1,0,576
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,26,2020,77,2,20.0,79.6,0,50.0,86,4,100.0,0.79,4,0,65.7,1,0,0,676
James McArthur,midfielder,Crystal Palace,cee31595,32,2020,75,0,0.0,80.9,2,38.5,31,19,73.7,1.11,3,0,61.8,0,1,0,1024
James Milner,forward,Liverpool,2f90f6b8,34,2020,79,0,25.0,83.4,1,33.3,16,12,50.0,1.73,3,0,58.5,0,0,1,1156
James Tarkowski,defender,Burnley,15ea812b,27,2020,81,1,22.7,69.5,0,51.0,163,14,85.7,1.08,6,0,69.9,1,0,0,729
James Tomkins,defender,Crystal Palace,e7ca0439,31,2020,75,0,50.0,76.9,0,75.0,45,0,0.0,1.0,1,0,52.4,1,0,0,961
James Ward-Prowse,midfielder,Southampton,3515d404,25,2020,81,8,51.3,80.1,7,41.4,60,22,77.3,1.13,5,0,42.3,0,1,0,625
Jamie Vardy,forward,Leicester City,45963054,33,2020,86,15,38.4,64.4,9,13.3,32,41,63.4,1.82,1,0,42.4,0,0,1,1089
Jan Bednarek,defender,Southampton,4115ce4e,24,2020,76,1,50.0,82.0,1,51.0,132,6,83.3,1.11,5,1,64.2,1,0,0,576
Janik Haberer,midfielder,Freiburg,70dcf94d,26,2020,73,0,30.0,76.6,0,20.0,9,9,66.7,1.29,0,0,28.6,0,1,0,676
Jannik Vestergaard,defender,Southampton,1900032e,27,2020,78,3,34.8,83.2,0,67.3,122,10,70.0,1.27,3,1,64.5,1,0,0,729
Jason,forward,Valencia,9038c2a1,26,2020,73,0,0.0,62.6,0,25.0,4,20,40.0,0.76,4,1,35.7,0,0,1,676
Jean-Eudes Aholou,midfielder,Strasbourg,48b28bfd,26,2020,75,2,19.4,82.4,2,39.6,32,33,78.8,1.19,9,0,57.1,0,1,0,676
Jean-KГ©vin Augustin,forward,Nantes,97bfa797,23,2020,67,0,0.0,100.0,0,100.0,0,0,0.0,0.33,0,0,0.0,0,0,1,529
Jean-Philippe Gbamin,midfielder,Everton,6bd603db,24,2020,77,0,0.0,66.7,0,0.0,1,1,0.0,1.0,0,0,0.0,0,1,0,576
Jean-Victor Makengo,midfielder,Udinese,22bfb57e,22,2020,70,0,0.0,78.5,0,23.1,7,10,60.0,1.41,1,0,100.0,0,1,0,484
Jeff Hendrick,midfielder,Newcastle Utd,989d5705,28,2020,74,2,20.0,79.6,1,7.7,18,15,60.0,1.36,3,1,28.9,0,1,0,784
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,29,2020,76,1,42.9,78.2,0,48.5,149,19,68.4,1.13,9,0,48.6,1,0,0,841
Jeffrey Schlupp,midfielder,Crystal Palace,3312f911,27,2020,75,2,55.6,69.7,3,26.1,16,64,48.4,1.22,3,0,40.0,0,1,0,729
Jeison Murillo,defender,Celta Vigo,b233e8e4,28,2020,77,2,33.3,88.1,0,54.5,100,3,66.7,1.29,11,1,60.6,1,0,0,784
Jens Stryger Larsen,defender,Udinese,f91e81c9,29,2020,75,2,52.2,77.8,0,32.0,65,23,60.9,1.12,0,0,40.7,1,0,0,841
Jesse Lingard,midfielder,West Ham,810e3c74,27,2020,79,9,50.0,79.6,4,35.7,0,43,41.9,1.88,3,0,0.0,0,1,0,729
JesГєs Navas,defender,Sevilla,3f10bd22,34,2020,84,0,13.3,78.9,6,68.2,62,30,76.7,1.91,4,0,62.5,1,0,0,1156
Joachim Andersen,defender,Fulham,e34fc66d,24,2020,77,1,23.1,80.7,1,53.6,151,11,81.8,0.87,7,1,69.0,1,0,0,576
JoaquГ­n,forward,Betis,4c5b14d2,39,2020,81,2,50.0,79.8,6,33.3,11,29,69.0,1.7,2,0,39.4,0,0,1,1521
JoaquГ­n Correa,forward,Lazio,45b9b619,25,2020,81,8,41.5,80.6,3,28.0,12,84,41.7,1.71,3,1,37.5,0,0,1,625
Joe Gomez,defender,Liverpool,7a11550b,23,2020,82,0,0.0,89.6,0,0.0,29,4,100.0,2.0,0,0,53.8,1,0,0,529
Joel Ward,defender,Crystal Palace,8a7ff278,30,2020,74,0,50.0,71.8,1,57.1,87,16,75.0,1.15,5,0,53.3,1,0,0,900
John Brooks,defender,Wolfsburg,e27da244,27,2020,78,2,26.3,83.0,0,55.6,134,11,54.5,1.81,5,0,72.9,1,0,0,729
John Guidetti,forward,AlavГ©s,99bebd12,28,2020,73,1,20.0,67.1,0,0.0,2,0,0.0,0.8,1,0,50.0,0,0,1,784
John Stones,defender,Manchester City,5eecec3d,26,2020,83,4,33.3,93.3,0,64.3,56,11,90.9,2.5,0,1,66.7,1,0,0,676
Jonas Hofmann,forward,M'Gladbach,2903a856,28,2020,79,6,36.4,73.7,11,18.9,9,35,45.7,1.46,1,0,31.8,0,0,1,784
Jonas Martin,midfielder,Rennes,468fdbad,30,2020,72,0,0.0,88.8,0,35.7,2,7,28.6,1.42,3,0,50.0,0,1,0,900
Jonathan Bamba,midfielder,Lille,b2bd0f6c,24,2020,80,6,33.3,77.7,9,28.6,15,119,43.7,2.18,2,0,35.7,0,1,0,576
Jonathan Schmid,forward,Freiburg,088ca1bd,30,2020,76,2,42.9,74.6,2,53.3,38,39,48.7,1.32,4,0,44.1,0,0,1,900
Jonathan Tah,defender,Leverkusen,bd142efb,24,2020,78,1,22.2,89.3,0,52.4,89,8,87.5,1.44,3,0,67.0,1,0,0,576
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,28,2020,75,1,21.4,72.8,3,27.0,42,26,76.9,1.33,7,0,55.1,0,1,0,784
Jonjoe Kenny,defender,Everton,099e666f,23,2020,74,0,0.0,79.7,0,100.0,3,0,0.0,2.25,0,0,0.0,1,0,0,529
Jonny Evans,defender,Leicester City,f8fcd2a5,32,2020,80,2,37.5,85.9,2,70.0,98,9,88.9,1.79,7,0,71.9,1,0,0,1024
Jordan Amavi,defender,Marseille,22721b88,26,2020,77,1,25.0,77.6,0,75.0,33,20,60.0,2.31,3,1,67.6,1,0,0,676
Jordan Ayew,forward,Crystal Palace,da052c14,28,2020,75,1,42.3,77.8,3,36.4,12,89,58.4,1.09,4,0,23.6,0,0,1,784
Jordan Ferri,midfielder,Montpellier,375622c5,28,2020,76,0,50.0,84.8,3,30.1,18,28,57.1,1.47,6,0,45.5,0,1,0,784
Jordan Henderson,forward,Liverpool,935e6b8f,30,2020,84,1,28.6,86.1,1,38.5,30,15,60.0,1.62,0,0,64.7,0,0,1,900
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,22,2020,73,0,25.0,85.6,0,62.5,54,8,50.0,1.43,5,0,52.6,1,0,0,484
Jordan Veretout,midfielder,Roma,4a56052c,27,2020,81,10,40.0,84.5,2,27.3,21,18,55.6,1.76,4,0,48.0,0,1,0,729
Jorginho,midfielder,Chelsea,45db685d,28,2020,85,7,0.0,89.1,1,40.8,21,25,68.0,1.96,2,0,56.7,0,1,0,784
Joselu,forward,AlavГ©s,6265208f,30,2020,77,11,31.5,57.1,3,28.6,58,55,50.9,1.03,1,0,69.6,0,0,1,900
Joshua Kimmich,midfielder,Bayern Munich,49296448,25,2020,89,4,37.8,83.4,10,18.9,19,37,78.4,2.33,4,0,57.6,0,1,0,625
Joshua King,midfielder,Everton,43458538,28,2020,75,0,33.3,64.0,0,0.0,1,7,57.1,1.27,0,0,45.5,0,1,0,784
Josip Brekalo,forward,Wolfsburg,d4a2533d,22,2020,76,7,44.7,74.3,3,27.6,3,45,64.4,1.83,1,0,41.7,0,0,1,484
Josuha Guilavogui,forward,Wolfsburg,e6c43eec,29,2020,77,0,0.0,83.2,1,41.7,25,7,100.0,2.25,3,0,62.9,0,0,1,841
JosГ© CallejГіn,forward,Fiorentina,78841da9,33,2020,80,0,10.0,75.3,1,55.6,5,9,66.7,0.8,0,0,52.9,0,0,1,1089
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,25,2020,84,0,35.7,86.3,0,70.6,65,2,50.0,2.33,5,0,60.8,1,0,0,625
JoГЈo Cancelo,forward,Manchester City,bd6351cd,26,2020,86,2,31.4,85.3,3,51.8,33,81,58.0,2.18,5,1,50.8,0,0,1,676
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,33,2020,80,1,28.6,84.1,1,38.5,28,18,72.2,1.24,5,1,48.6,0,1,0,1089
JoГЈo Pedro,forward,Cagliari,81255c03,28,2020,80,16,40.8,72.3,3,7.4,28,80,48.8,0.97,4,0,42.8,0,0,1,784
Juan Cuadrado,forward,Juventus,0ab1f153,32,2020,83,2,33.3,82.0,10,48.3,22,68,66.2,2.07,9,1,36.4,0,0,1,1024
Juanmi,forward,Betis,84399660,27,2020,75,2,35.7,77.9,0,22.2,4,11,45.5,1.56,1,0,42.9,0,0,1,729
Jules KoundГ©,defender,Sevilla,4d1666ff,21,2020,83,2,28.6,89.1,1,41.7,104,40,75.0,2.18,4,0,60.4,1,0,0,441
Julian Brandt,forward,Dortmund,a167537f,24,2020,81,3,36.4,83.4,2,27.9,7,39,59.0,1.87,0,0,25.0,0,0,1,576
Julian Draxler,midfielder,Paris S-G,1a992676,26,2020,80,4,36.4,85.9,3,25.0,0,25,60.0,2.25,3,0,57.1,0,1,0,676
Junior Sambia,forward,Montpellier,24eb7ed6,23,2020,75,1,38.9,77.2,6,68.4,46,74,50.0,1.5,2,0,53.9,0,0,1,529
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,27,2020,77,0,18.2,74.3,2,55.0,28,28,64.3,1.7,0,0,38.5,1,0,0,729
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,29,2020,75,2,42.1,75.1,0,47.8,19,27,37.0,0.86,2,0,41.3,0,1,0,841
Kai Havertz,midfielder,Chelsea,fed7cb61,21,2020,84,4,48.5,83.5,3,22.2,22,37,51.4,1.41,2,0,46.7,0,1,0,441
Kalidou Koulibaly,defender,Napoli,da974c7b,29,2020,86,0,18.2,88.2,0,59.4,64,22,86.4,2.04,10,1,51.9,1,0,0,841
Karim Bellarabi,forward,Leverkusen,bee0bab1,30,2020,79,0,28.6,71.0,0,23.5,4,43,60.5,1.59,2,0,40.0,0,0,1,900
Karim Benzema,forward,Real Madrid,70d74ece,32,2020,89,23,42.6,83.3,9,33.3,24,62,62.9,2.32,2,0,40.6,0,0,1,1024
Karim Onisiwo,forward,Mainz 05,f26834c7,28,2020,73,4,37.0,60.6,0,60.9,12,83,44.6,1.13,2,0,44.8,0,0,1,784
Karim Rekik,defender,Sevilla,3376a776,25,2020,74,0,0.0,87.7,0,25.0,17,6,66.7,2.27,2,0,59.1,1,0,0,625
Karol Linetty,midfielder,Torino,d023d70f,25,2020,74,1,42.9,81.9,0,35.6,7,33,60.6,0.85,5,0,36.4,0,1,0,625
Kelechi Iheanacho,forward,Leicester City,c92e1a31,23,2020,78,12,41.4,78.1,2,23.5,1,44,72.7,1.48,1,0,15.6,0,0,1,529
Kerem Demirbay,midfielder,Leverkusen,54b4dc4e,27,2020,79,4,29.5,76.8,3,50.0,6,41,56.1,1.38,2,0,42.3,0,1,0,729
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,25,2020,74,1,100.0,81.6,0,57.1,32,10,60.0,1.06,1,0,42.9,1,0,0,625
Kevin Bonifazi,defender,Udinese,fb77bfef,24,2020,73,0,0.0,88.5,0,34.8,85,16,81.3,0.97,4,0,63.1,1,0,0,576
Kevin De Bruyne,midfielder,Manchester City,e46012d4,29,2020,91,6,31.2,75.4,12,27.1,10,67,71.6,2.24,1,0,28.6,0,1,0,841
Kevin Kampl,midfielder,RB Leipzig,b825a650,29,2020,81,0,7.1,89.4,1,51.4,14,22,77.3,2.04,6,0,46.7,0,1,0,841
Kevin Lasagna,forward,Hellas Verona,09538fdb,27,2020,74,2,20.0,69.2,0,20.0,11,18,44.4,0.79,0,0,35.1,0,0,1,729
Kevin Long,defender,Burnley,5a4280b1,29,2020,71,0,0.0,71.3,0,77.8,24,0,0.0,0.63,2,0,46.2,1,0,0,841
Kevin Strootman,midfielder,Genoa,ef2e5e1a,30,2020,76,0,33.3,80.4,4,43.8,18,14,64.3,1.56,7,0,50.0,0,1,0,900
Kevin Vogt,defender,Hoffenheim,1d8e9add,28,2020,76,0,0.0,89.1,1,57.1,71,4,75.0,1.0,6,0,61.5,1,0,0,784
Kevin Volland,forward,Monaco,64f69877,28,2020,83,16,53.6,65.5,7,23.5,4,42,40.5,2.03,4,0,45.9,0,0,1,784
Kieran Trippier,defender,AtlГ©tico Madrid,21512407,29,2020,84,0,33.3,77.2,6,50.0,58,25,76.0,2.25,0,0,62.5,1,0,0,841
Kingsley Coman,forward,Bayern Munich,042e8a49,24,2020,86,5,36.5,78.4,10,9.5,3,92,60.9,2.17,1,0,37.5,0,0,1,576
Koffi Djidji,defender,Crotone,933d3b51,27,2020,71,1,50.0,80.1,0,50.0,73,11,63.6,0.55,4,0,55.1,1,0,0,729
Koke,midfielder,AtlГ©tico Madrid,55126f3b,28,2020,85,1,41.2,87.7,2,28.6,40,36,72.2,2.24,9,0,55.3,0,1,0,784
Konrad Laimer,forward,RB Leipzig,c1b7847c,23,2020,81,0,66.7,71.4,0,0.0,0,2,0.0,0.33,0,0,66.7,0,0,1,529
Kurt Zouma,defender,Chelsea,ce4246f5,25,2020,81,5,44.4,90.7,0,50.0,93,4,50.0,1.71,3,0,68.9,1,0,0,625
Kyle Walker,defender,Manchester City,86dd77d1,30,2020,85,1,30.0,88.0,1,66.7,28,41,58.5,2.21,1,0,65.9,1,0,0,900
Kyle Walker-Peters,defender,Southampton,984a5a64,23,2020,77,0,38.9,79.1,2,59.6,66,65,70.8,1.4,4,0,28.1,1,0,0,529
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,21,2020,91,27,48.0,77.1,7,22.2,4,181,49.7,2.23,5,0,26.3,0,0,1,441
KГ©vin Gameiro,forward,Valencia,42276181,33,2020,77,4,43.8,76.3,1,27.3,3,12,33.3,0.96,0,0,32.3,0,0,1,1089
KГ©vin N'Doram,midfielder,Metz,e50623a0,24,2020,71,0,0.0,83.7,0,33.3,2,5,20.0,0.67,0,0,66.7,0,1,0,576
KГ©vin Rodrigues,forward,Eibar,f1bed920,26,2020,75,1,40.0,64.6,1,30.4,15,21,52.4,0.55,1,0,30.2,0,0,1,676
Lars Stindl,midfielder,M'Gladbach,7cd6badb,31,2020,82,14,42.9,80.4,8,21.9,14,16,62.5,1.43,6,0,39.4,0,1,0,961
Leon Bailey,forward,Leverkusen,3a233281,22,2020,82,9,36.2,69.4,8,26.7,3,136,54.4,1.57,6,0,38.3,0,0,1,484
Leon Goretzka,midfielder,Bayern Munich,cc86b9a3,25,2020,87,5,31.0,86.8,5,41.0,11,18,66.7,2.25,2,0,65.3,0,1,0,625
Leonardo Bonucci,defender,Juventus,52ec54d0,33,2020,85,2,18.8,89.8,0,42.9,67,5,80.0,2.11,4,0,64.2,1,0,0,1089
Leonardo Pavoletti,forward,Cagliari,d37b0350,31,2020,75,4,25.0,68.9,3,5.0,32,6,50.0,1.06,8,0,62.8,0,0,1,961
Leonardo Spinazzola,defender,Roma,3626daea,27,2020,83,2,27.3,78.0,4,40.0,31,120,44.2,1.56,0,0,90.9,1,0,0,729
Leroy SanГ©,forward,Bayern Munich,2b114be3,24,2020,84,6,35.1,73.0,9,43.3,8,106,57.5,2.25,2,0,34.8,0,0,1,576
Levin Г–ztunalД±,midfielder,Mainz 05,66385c46,24,2020,72,1,50.0,61.9,2,47.1,16,22,50.0,0.94,0,0,66.7,0,1,0,576
Lewis Dunk,defender,Brighton,282f75f3,28,2020,78,5,43.8,89.3,0,69.6,106,8,75.0,1.06,5,2,67.8,1,0,0,784
Lionel Messi,forward,Barcelona,d70ce98e,33,2020,93,30,44.5,81.3,9,35.3,0,247,64.4,2.06,4,0,41.2,0,0,1,1089
