"Player","Pos","Squad","id","Age","Season","RATING","Gls","SoT%","Cmp","Cmp%","Ast","Tkl","Tkl%","Clr","Att.5","Succ%","Min","PPM","CrdY","CrdR","Fls","Won%","def","mid","forw","Age^2"
"Pierrick Capelle","forward","Angers","79b2399c","34","2021","74","0","5.9","456","81","1","36","34.6","20","30","53.3","1193","1.1","1","0","22","38","0","0","1","1156"
"Piotr ZieliЕ„ski","midfielder","Napoli","a5296e55","27","2021","83","6","34.9","954","83","5","19","28.6","4","36","47.2","2086","2","1","0","19","17.6","0","1","0","729"
"Pol Lirola","midfielder","Marseille","ff800ed8","23","2021","75","1","15.4","894","80.4","2","28","46.4","22","46","54.3","1770","1.85","1","0","11","70.4","0","1","0","529"
"Presnel Kimpembe","defender","Paris S-G","aef6e670","25","2021","83","1","14.3","2154","95.6","0","34","60.9","73","11","72.7","2576","2.17","6","0","28","71","1","0","0","625"
"Rafael TolГіi","defender","Atalanta","c56dc39e","30","2021","81","1","16.7","772","81.8","1","38","61.5","35","14","50","1438","1.8","6","0","27","77.6","1","0","0","900"
"Raheem Sterling","forward","Manchester City","b400bde0","26","2021","86","13","46.3","714","81.1","5","23","43.5","3","112","47.3","2128","2.43","1","0","19","18.2","0","0","1","676"
"Ramy Bensebaini","defender","M'Gladbach","378825c7","26","2021","78","4","25","1046","81.2","1","42","61.4","77","29","55.2","2020","1.09","6","0","34","63.9","1","0","0","676"
"Rani Khedira","midfielder","Union Berlin","59e4b92e","27","2021","74","0","15.4","685","72.3","1","75","48.5","27","19","57.9","2757","1.78","6","0","55","48.1","0","1","0","729"
"Raphael Framberger","defender","Augsburg","626fab5f","25","2021","69","0","0","297","66.7","0","26","48.1","25","12","50","848","1.35","3","0","17","42.9","1","0","0","625"
"RaphaГ«l Guerreiro","defender","Dortmund","048a1cbc","27","2021","82","4","31.3","1294","84.9","2","35","51.6","14","49","53.1","1795","1.78","1","0","12","45.5","1","0","0","729"
"RaphaГ«l Varane","defender","Manchester Utd","9f8e9423","28","2021","84","1","11.1","1014","87.7","1","28","45.5","82","3","66.7","1831","1.73","0","0","5","73.3","1","0","0","784"
"Reece Oxford","defender","Augsburg","8b6e0db2","22","2021","76","2","28.6","931","79.4","1","27","48.4","172","5","80","2693","1.23","9","0","28","62.8","1","0","0","484"
"Reiss Nelson","forward","Arsenal","c5bdb6e3","21","2021","73","0","0","8","66.7","0","1","0","0","0","0","20","0","0","0","0","0","0","0","1","441"
"Remo Freuler","midfielder","Atalanta","98d2c2c4","29","2021","80","1","30","1486","86","3","69","42.9","26","35","57.1","2369","1.38","10","0","43","45.5","0","1","0","841"
"Renato Steffen","forward","Wolfsburg","dd669209","29","2021","76","0","15.4","317","73.9","1","20","56.3","14","14","71.4","967","1.55","6","0","19","47.2","0","0","1","841"
"Ricardo RodrГ­guez","defender","Torino","7f78ad23","28","2021","74","0","0","1247","84.9","1","36","54.5","48","5","100","2473","1.26","3","0","26","60.9","1","0","0","784"
"Riccardo Orsolini","forward","Bologna","e14ec482","24","2021","76","6","31.4","481","64.7","3","21","44.8","14","58","44.8","1785","1.03","2","0","20","42.6","0","0","1","576"
"Riccardo Saponara","forward","Fiorentina","3bb7af3b","29","2021","76","3","37.8","427","76.9","3","10","37.5","3","53","37.7","1284","1.69","1","0","6","35.7","0","0","1","841"
"Riyad Mahrez","forward","Manchester City","892d5bb1","30","2021","86","11","32.1","777","82","5","11","26.3","6","50","52","1498","2.39","0","0","10","36.4","0","0","1","900"
"Rob Holding","defender","Arsenal","d79a8c87","25","2021","77","1","25","420","87","0","13","83.3","42","1","0","845","2.07","4","1","9","56","1","0","0","625"
"Robert Lewandowski","forward","Bayern Munich","8d78e732","32","2021","91","35","48.1","575","75","3","10","29.4","8","81","58","2946","2.26","2","0","22","47.7","0","0","1","1024"
"Roberto Firmino","forward","Liverpool","4c370d81","29","2021","83","5","36.7","390","77.8","4","23","18.8","3","33","51.5","990","2.25","3","0","7","34.1","0","0","1","841"
"Roberto Gagliardini","midfielder","Inter","ce30bfc8","27","2021","76","2","50","285","84.8","2","12","7.7","7","7","42.9","649","2.39","2","0","24","50","0","1","0","729"
"Roberto Pereyra","midfielder","Udinese","75f2c59f","30","2021","78","3","21.4","718","85.3","5","18","30.4","11","46","45.7","1794","1.25","10","1","33","7.7","0","1","0","900"
"Roberto Soriano","midfielder","Bologna","9d4c45d6","30","2021","77","0","34.8","1019","80.2","4","57","30.4","32","37","56.8","2622","1.2","6","2","49","34.3","0","1","0","900"
"Robin Gosens","defender","Inter","2d970560","27","2021","82","0","25","83","77.6","1","3","0","3","1","0","169","2.43","1","0","1","80","1","0","0","729"
"Robin Knoche","defender","Union Berlin","6bd5cd5d","29","2021","76","0","30","1353","78.4","0","50","56.6","151","15","93.3","2970","1.73","6","0","26","53.4","1","0","0","841"
"Robin Koch","forward","Leeds United","ea6bc03a","25","2021","76","0","7.7","555","77.3","0","21","26.5","44","8","62.5","1574","1.05","3","0","22","50.6","0","0","1","625"
"Rodri","midfielder","Manchester City","6434f10d","25","2021","73","7","31.1","2640","91.4","2","72","54.2","45","22","54.5","2884","2.52","5","0","43","72","0","1","0","625"
"Rodrigo","midfielder","Leeds United","1fb1c435","30","2021","77","6","37","682","74.6","1","20","12.5","27","42","52.4","2265","1.06","9","0","21","26.2","0","1","0","900"
"Rodrigo Bentancur","midfielder","Juventus","3b8674e6","24","2021","79","0","12.5","659","86.9","1","32","35","15","11","63.6","1155","2.05","1","0","25","50","0","1","0","576"
"RogГ©rio","defender","Sassuolo","10e7f486","23","2021","72","0","28.6","921","81.4","1","21","68.2","42","25","56","1729","1.3","5","0","15","40","1","0","0","529"
"Rolando Mandragora","midfielder","Torino","c7259b83","24","2021","75","0","21.7","647","84.1","2","21","57.1","13","6","50","1319","1.14","7","1","25","44.4","0","1","0","576"
"Romain Hamouma","forward","Saint-Г‰tienne","0b4d8274","34","2021","73","2","30.4","215","68.9","1","10","15.4","1","34","35.3","886","0.91","2","0","23","26.7","0","0","1","1156"
"Romain Thomas","defender","Angers","275e2c51","33","2021","75","2","28.6","1471","86.2","0","49","52.6","126","3","66.7","2563","1.13","9","0","38","64.4","1","0","0","1089"
"Romelu Lukaku","forward","Chelsea","5eae500a","28","2021","86","8","33.3","231","70.6","0","2","20","20","25","52","1589","1.88","1","0","8","52","0","0","1","784"
"RonaГ«l Pierre-Gabriel","defender","Brest","64ba07c0","23","2021","73","0","40","1198","83.9","1","79","57.5","74","56","58.9","2548","1.23","6","0","27","35.9","1","0","0","529"
"Ross Barkley","midfielder","Chelsea","3a24769f","27","2021","76","1","44.4","106","82.8","0","0","0","0","8","87.5","179","2.33","0","0","2","75","0","1","0","729"
"Ruben Aguilar","defender","Monaco","3dd738a1","28","2021","77","0","20","1435","83","2","78","63.2","57","11","45.5","2140","1.96","4","0","32","45.2","1","0","0","784"
"Ruben Loftus-Cheek","forward","Chelsea","e97fd090","25","2021","76","0","31.6","876","89.3","2","29","52.6","17","60","70","1394","1.88","1","0","18","66.7","0","0","1","625"
"RubГ©n Duarte","defender","AlavГ©s","1fe0492d","25","2021","76","0","33.3","897","66.3","4","76","50.6","82","9","55.6","2621","0.91","12","1","45","59.3","1","0","0","625"
"RubГ©n Pardo","midfielder","Bordeaux","2306bfde","28","2021","70","0","0","1","100","0","0","0","0","0","0","6","1","0","0","0","0","0","1","0","784"
"RubГ©n Sobrino","forward","CГЎdiz","19b776e9","29","2021","73","4","30.3","356","71.5","1","28","14.3","18","56","58.9","1861","1.06","4","0","46","40.9","0","0","1","841"
"Ryan Bertrand","defender","Leicester City","1226327","31","2021","74","0","0","151","79.1","0","8","40","7","0","0","337","0.5","1","0","3","11.1","1","0","0","961"
"Ryan Fraser","forward","Newcastle Utd","d56543a0","27","2021","76","2","29.2","334","69.3","3","10","38.5","11","4","25","1465","1.19","3","0","10","18.5","0","0","1","729"
"RГєben Vezo","defender","Levante","c67cd65c","27","2021","73","0","22.2","1051","83.1","0","41","63.4","105","8","62.5","2420","0.84","4","0","35","55.9","1","0","0","729"
"Sadio ManГ©","forward","Liverpool","c691bfe2","29","2021","89","16","37.8","818","74.4","2","33","30.8","15","77","61","2819","2.35","5","0","50","37.5","0","0","1","841"
"Samuel Moutoussamy","midfielder","Nantes","af0c835b","24","2021","72","0","42.9","598","84.3","1","48","37.1","16","20","50","1509","1.33","5","0","33","30.3","0","1","0","576"
"Samuel Umtiti","defender","Barcelona","3eed9821","27","2021","79","0","0","42","84","0","2","50","4","0","0","90","1","1","0","0","60","1","0","0","729"
"Sanjin PrciД‡","midfielder","Strasbourg","51c30111","27","2021","76","1","23.9","1176","83.9","0","47","48.3","19","15","53.3","2186","1.81","4","0","24","50","0","1","0","729"
"Santiago AscacГ­bar","midfielder","Hertha BSC","e26fcca3","24","2021","74","0","7.7","959","82.1","1","93","42.7","42","23","52.2","2375","0.96","5","0","35","45.8","0","1","0","576"
"SaГ®f-Eddine Khaoui","midfielder","Clermont Foot","796b1c41","26","2021","70","1","35","276","72.4","0","19","50","5","17","70.6","927","0.7","1","0","11","12.5","0","1","0","676"
"SaЕЎa LukiД‡","midfielder","Torino","c6e8cf1f","24","2021","77","5","24.1","1512","86.8","4","51","44.2","41","38","73.7","2982","1.4","10","0","85","43.8","0","1","0","576"
"Scott McTominay","midfielder","Manchester Utd","d93c2511","24","2021","80","1","25.9","1060","84.5","1","65","49.2","60","47","76.6","2387","1.47","9","0","55","66.3","0","1","0","576"
"Sead KolaЕЎinac","defender","Marseille","3935e52e","28","2021","75","0","0","195","77.7","1","7","62.5","7","1","0","440","2.21","0","0","7","100","1","0","0","784"
"Sebastian Rudy","midfielder","Hoffenheim","80f36c88","31","2021","75","3","35.7","305","75.3","1","22","52.4","8","4","75","773","1.14","5","0","12","33.3","0","1","0","961"
"Seko Fofana","midfielder","Lens","5313ed43","26","2021","81","8","33","1574","88.1","1","27","20.7","17","123","64.2","3357","1.63","2","0","27","53.6","0","1","0","676"
"Serge Gnabry","forward","Bayern Munich","88e357ef","26","2021","85","14","38.2","1063","78.4","5","47","38.6","3","104","60.6","2185","2.26","0","0","11","20.6","0","0","1","676"
"Sergej MilinkoviД‡-SaviД‡","midfielder","Lazio","4e6dbac4","26","2021","86","11","41.3","1893","80","10","67","43.3","43","77","58.4","3100","1.73","6","1","56","59.2","0","1","0","676"
"Sergio Busquets","midfielder","Barcelona","5ab0ea87","33","2021","85","2","28.6","2430","87","0","93","55.4","31","26","80.8","3198","1.86","12","0","53","45.6","0","1","0","1089"
"Sergio CГіrdova","forward","Augsburg","229cd98a","23","2021","69","0","14.3","34","66.7","0","4","50","4","8","25","328","1.08","2","0","5","38.9","0","0","1","529"
"Sergio Ramos","defender","Paris S-G","08511d65","35","2021","84","2","33.3","776","93.6","0","12","53.3","27","4","100","801","2.5","3","1","11","66.7","1","0","0","1225"
"Shane Long","forward","Southampton","9f472354","34","2021","71","1","55.6","43","59.7","0","9","100","2","4","25","308","1.23","1","0","9","55.8","0","0","1","1156"
"Simon KjГ¦r","defender","Milan","8b8a56ce","32","2021","82","0","20","404","87.3","0","20","50","39","0","0","802","2.09","2","0","20","48.1","1","0","0","1024"
"Simone Verdi","forward","Salernitana","0375723e","29","2021","75","5","40","224","67.3","0","12","45","1","45","60","829","1.07","3","0","11","31.3","0","0","1","841"
"Sofiane Boufal","forward","Angers","b0c71810","27","2021","77","8","40","746","73.4","4","44","47.4","1","198","46","2330","1","6","0","44","24.5","0","0","1","729"
"Solly March","midfielder","Brighton","bb5fbd2b","27","2021","75","0","50","556","72.1","2","30","31.8","25","38","60.5","1746","1.23","1","0","31","39.5","0","1","0","729"
"Stanislav Lobotka","midfielder","Napoli","e1cbb531","26","2021","81","1","50","1327","93.5","0","39","38.9","13","16","81.3","1686","2.13","2","0","19","44.4","0","1","0","676"
"Stefan Ilsanker","forward","Eint Frankfurt","8494acc4","32","2021","72","0","0","90","80.4","0","14","50","15","1","0","266","1.92","1","0","5","85.7","0","0","1","1024"
"Stefan Posch","defender","Hoffenheim","7f609bfc","24","2021","75","2","50","1134","80.1","0","48","56.4","71","8","37.5","2199","1.57","5","0","36","40.4","1","0","0","576"
"Stefan SaviД‡","defender","AtlГ©tico Madrid","f6ac68c1","30","2021","84","0","33.3","1139","82.1","0","46","67.4","102","9","88.9","2440","2.11","12","0","30","57.7","1","0","0","900"
"Stefan de Vrij","defender","Inter","d0d8dd44","29","2021","84","0","15","1439","91.6","0","38","70.6","52","5","100","2410","2.13","3","0","19","59.1","1","0","0","841"
"Stefano Okaka","forward","Udinese","601ef102","31","2021","76","0","0","4","80","1","0","0","1","0","0","22","2","1","0","1","0","0","0","1","961"
"Stefano Sensi","midfielder","Sampdoria","b70bde8f","25","2021","78","1","40","319","81.4","0","18","43.5","4","25","52","754","0.91","1","0","18","66.7","0","1","0","625"
"Stevan JovetiД‡","forward","Hertha BSC","f36c432f","31","2021","77","6","36.4","246","64.7","1","5","16.7","6","22","59.1","1017","0.39","3","0","8","50","0","0","1","961"
"StГ©phane Bahoken","forward","Angers","5046b7d4","29","2021","73","3","58.3","157","72","1","13","11.1","3","14","50","1099","1.17","0","0","23","38.7","0","0","1","841"
"Suat Serdar","midfielder","Hertha BSC","b3325a30","24","2021","77","3","30.3","412","70.2","0","64","45.5","14","101","60.4","2218","0.93","6","0","37","44.2","0","1","0","576"
"SГ©amus Coleman","defender","Everton","0420d84f","32","2021","76","1","12.5","914","72.8","0","61","64.7","80","49","69.4","2656","1.13","4","0","14","52.1","1","0","0","1024"
"Tanguy Ndombele","midfielder","Lyon","5cdddffa","24","2021","79","0","0","466","88.8","2","25","63.2","6","24","66.7","701","1.55","3","0","13","60","0","1","0","576"
"Theo HernГЎndez","defender","Milan","d4c9725f","23","2021","85","5","32.5","1404","80.6","5","53","72.5","29","85","57.6","2711","2.28","7","2","34","64.1","1","0","0","529"
"Theo Walcott","midfielder","Southampton","1ecb65be","32","2021","72","0","0","59","67.8","0","4","20","2","3","33.3","379","1.33","0","0","1","50","0","1","0","1024"
"Thiago Mendes","forward","Lyon","c6e5d20f","29","2021","76","1","25","1374","87.9","1","36","40","56","8","50","1863","1.52","3","1","23","56.5","0","0","1","841"
"Thiago Silva","defender","Chelsea","86e7deaf","36","2021","85","3","27.8","2436","92.5","0","32","50","100","7","85.7","2650","1.81","2","0","12","64.4","1","0","0","1296"
"Thilo Kehrer","defender","Paris S-G","51dbeea9","24","2021","76","2","44.4","1142","94.5","0","21","42.9","29","6","33.3","1513","2.56","0","0","15","55.3","1","0","0","576"
"Thomas Delaney","midfielder","Sevilla","fe641c1a","29","2021","81","2","23.5","619","76.4","1","41","53.3","35","9","66.7","1549","1.96","4","1","26","61.1","0","1","0","841"
"Thomas Lemar","midfielder","AtlГ©tico Madrid","4dbd0916","25","2021","83","4","27.6","621","78.5","5","24","34.8","11","56","58.9","1440","1.88","2","0","11","54.5","0","1","0","625"
"Thomas Mangani","midfielder","Angers","c801616a","34","2021","73","7","25","1165","78.1","2","58","45.6","29","8","50","2193","1.12","6","0","25","44.8","0","1","0","1156"
"Thomas Meunier","defender","Dortmund","e162b013","29","2021","78","2","33.3","897","77.7","4","29","48.5","25","15","66.7","1402","2","4","0","27","70.6","1","0","0","841"
"Thomas Monconduit","midfielder","Lorient","84d94b91","30","2021","72","3","33.3","997","77.9","2","41","35.1","51","44","59.1","2248","0.97","5","0","46","60.3","0","1","0","900"
"Thomas MГјller","midfielder","Bayern Munich","3c6089ab","31","2021","87","8","47.3","1117","73.7","18","35","29.6","12","23","56.5","2558","2.31","0","0","11","35.6","0","1","0","961"
"Thomas Partey","midfielder","Arsenal","529f49ab","28","2021","84","2","20.5","1032","85","1","43","40.9","35","43","81.4","2028","2.08","6","0","33","47.9","0","1","0","784"
"Thorgan Hazard","forward","Dortmund","50871bcc","28","2021","80","4","27.3","613","73.4","1","23","37.5","4","42","54.8","1337","2.09","2","0","22","52.3","0","0","1","784"
"Timo Werner","forward","Chelsea","49fe9070","25","2021","82","4","35.6","297","73.9","1","8","10","4","33","30.3","1283","1.9","1","0","11","27.3","0","0","1","625"
"Timothy Castagne","defender","Leicester City","197640fd","25","2021","78","1","42.9","1077","81","0","67","62.8","54","19","31.6","2127","1.52","1","0","15","50.6","1","0","0","625"
"Timothy Fosu-Mensah","defender","Leverkusen","a9142dc3","23","2021","73","0","0","73","77.7","0","5","100","2","2","50","145","2.5","0","0","1","40","1","0","0","529"
"Timothy Weah","midfielder","Lille","8eec784d","21","2021","74","3","26.5","407","71.9","4","19","50","7","37","51.4","1616","1.34","2","1","11","42","0","1","0","441"
"Tobias Strobl","forward","Augsburg","17780d2b","31","2021","73","0","50","65","69.1","0","8","27.3","3","1","100","323","0.8","1","0","6","63.6","0","0","1","961"
"Tom Davies","midfielder","Everton","9228b07c","23","2021","64","1","33.3","60","73.2","0","3","40","9","3","66.7","234","0.83","1","0","4","60","0","1","0","529"
