Player,Pos,Squad,id,Age,Season,RATING,xG,Blocks,Tkl+Int,Err,Def Pen,Att.5,Succ%,Mn/Sub,xG+/-90,OG,Won%,def,mid,forw,Age^2
Kalidou Koulibaly,defender,Napoli,da974c7b,29,2020,86,1.0,10,65,2,202,22,86.4,13,0.57,0,51.9,1,0,0,841
Karim Bellarabi,forward,Leverkusen,bee0bab1,30,2020,79,1.8,19,24,0,5,43,60.5,19,0.4,0,40.0,0,0,1,900
Karim Benzema,forward,Real Madrid,70d74ece,32,2020,89,18.5,25,16,0,31,62,62.9,26,0.81,0,40.6,0,0,1,1024
Karim Onisiwo,forward,Mainz 05,f26834c7,28,2020,73,6.2,12,36,0,14,83,44.6,23,-0.19,0,44.8,0,0,1,784
Karim Rekik,defender,Sevilla,3376a776,25,2020,74,0.1,1,13,0,31,6,66.7,33,0.01,0,59.1,1,0,0,625
Karol Linetty,midfielder,Torino,d023d70f,25,2020,74,1.1,20,53,0,34,33,60.6,26,-0.5,0,36.4,0,1,0,625
Kelechi Iheanacho,forward,Leicester City,c92e1a31,23,2020,78,8.2,19,14,1,1,44,72.7,15,0.4,0,15.6,0,0,1,529
Kerem Demirbay,midfielder,Leverkusen,54b4dc4e,27,2020,79,3.5,24,54,1,20,41,56.1,21,0.24,0,42.3,0,1,0,729
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,25,2020,74,0.1,7,31,2,77,10,60.0,14,-0.2,0,42.9,1,0,0,625
Kevin Bonifazi,defender,Udinese,fb77bfef,24,2020,73,1.4,9,82,1,262,16,81.3,9,-0.46,0,63.1,1,0,0,576
Kevin De Bruyne,midfielder,Manchester City,e46012d4,29,2020,91,9.3,39,43,0,13,67,71.6,17,0.97,0,28.6,0,1,0,841
Kevin Kampl,midfielder,RB Leipzig,b825a650,29,2020,81,1.1,13,67,0,34,22,77.3,23,1.3,0,46.7,0,1,0,841
Kevin Lasagna,forward,Hellas Verona,09538fdb,27,2020,74,3.2,7,8,0,12,18,44.4,29,-0.33,0,35.1,0,0,1,729
Kevin Long,defender,Burnley,5a4280b1,29,2020,71,0.4,5,17,0,37,0,0.0,7,-0.11,0,46.2,1,0,0,841
Kevin Strootman,midfielder,Genoa,ef2e5e1a,30,2020,76,0.5,13,55,0,24,14,64.3,0,-0.38,0,50.0,0,1,0,900
Kevin Vogt,defender,Hoffenheim,1d8e9add,28,2020,76,0.0,2,34,0,149,4,75.0,29,-0.13,0,61.5,1,0,0,784
Kevin Volland,forward,Monaco,64f69877,28,2020,83,11.6,30,37,0,7,42,40.5,13,0.89,0,45.9,0,0,1,784
Kieran Trippier,defender,AtlГ©tico Madrid,21512407,29,2020,84,0.1,29,101,1,84,25,76.0,0,0.4,0,62.5,1,0,0,841
Kingsley Coman,forward,Bayern Munich,042e8a49,24,2020,86,4.2,28,18,0,7,92,60.9,23,0.94,0,37.5,0,0,1,576
Koffi Djidji,defender,Crotone,933d3b51,27,2020,71,0.3,11,67,0,116,11,63.6,22,-0.58,0,55.1,1,0,0,729
Koke,midfielder,AtlГ©tico Madrid,55126f3b,28,2020,85,2.0,36,100,0,63,36,72.2,25,0.43,0,55.3,0,1,0,784
Konrad Laimer,forward,RB Leipzig,c1b7847c,23,2020,81,0.2,1,3,0,0,2,0.0,20,0.6,0,66.7,0,0,1,529
Kurt Zouma,defender,Chelsea,ce4246f5,25,2020,81,2.0,3,44,0,250,4,50.0,25,0.72,0,68.9,1,0,0,625
Kyle Walker,defender,Manchester City,86dd77d1,30,2020,85,0.3,25,43,0,49,41,58.5,21,0.57,0,65.9,1,0,0,900
Kyle Walker-Peters,defender,Southampton,984a5a64,23,2020,77,1.0,41,121,2,103,65,70.8,0,-0.22,0,28.1,1,0,0,529
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,21,2020,91,22.1,29,7,1,5,181,49.7,18,1.36,0,26.3,0,0,1,441
KГ©vin Gameiro,forward,Valencia,42276181,33,2020,77,3.8,7,7,0,5,12,33.3,20,-0.01,0,32.3,0,0,1,1089
KГ©vin N'Doram,midfielder,Metz,e50623a0,24,2020,71,0.0,4,9,0,2,5,20.0,25,-1.28,0,66.7,0,1,0,576
KГ©vin Rodrigues,forward,Eibar,f1bed920,26,2020,75,0.8,15,36,1,20,21,52.4,25,-0.6,0,30.2,0,0,1,676
Lars Stindl,midfielder,M'Gladbach,7cd6badb,31,2020,82,10.1,17,37,0,17,16,62.5,17,0.27,0,39.4,0,1,0,961
Leon Bailey,forward,Leverkusen,3a233281,22,2020,82,6.2,45,23,0,7,136,54.4,20,0.15,0,38.3,0,0,1,484
Leon Goretzka,midfielder,Bayern Munich,cc86b9a3,25,2020,87,3.7,17,81,0,35,18,66.7,39,1.27,0,65.3,0,1,0,625
Leonardo Bonucci,defender,Juventus,52ec54d0,33,2020,85,2.5,5,52,0,225,5,80.0,25,0.81,0,64.2,1,0,0,1089
Leonardo Pavoletti,forward,Cagliari,d37b0350,31,2020,75,7.2,11,11,0,34,6,50.0,13,-0.16,0,62.8,0,0,1,961
Leonardo Spinazzola,defender,Roma,3626daea,27,2020,83,1.7,33,37,0,52,120,44.2,25,0.66,1,90.9,1,0,0,729
Leroy SanГ©,forward,Bayern Munich,2b114be3,24,2020,84,5.4,30,27,1,12,106,57.5,30,1.0,0,34.8,0,0,1,576
Levin Г–ztunalД±,midfielder,Mainz 05,66385c46,24,2020,72,0.6,16,39,0,12,22,50.0,23,-0.23,0,66.7,0,1,0,576
Lewis Dunk,defender,Brighton,282f75f3,28,2020,78,2.2,4,62,0,361,8,75.0,0,0.53,1,67.8,1,0,0,784
Lionel Messi,forward,Barcelona,d70ce98e,33,2020,93,22.1,40,24,2,0,247,64.4,40,0.89,0,41.2,0,0,1,1089
Lorenzo De Silvestri,defender,Bologna,e74f0e59,32,2020,76,2.1,27,64,3,90,4,75.0,38,-0.29,0,58.3,1,0,0,1024
Lorenzo Insigne,forward,Napoli,2f557579,29,2020,86,15.6,36,63,1,22,105,61.9,38,0.77,0,28.6,0,0,1,841
Lorenzo Pellegrini,midfielder,Roma,4a5a45c7,24,2020,81,5.6,30,82,1,33,67,59.7,21,0.6,0,43.8,0,1,0,576
Lorenzo Tonelli,defender,Sampdoria,8cc29864,30,2020,73,2.0,4,58,1,182,4,100.0,25,-0.29,0,51.9,1,0,0,900
Lucas Alario,forward,Leverkusen,834d0be5,27,2020,78,7.2,8,10,0,14,21,76.2,27,0.17,0,35.5,0,0,1,729
Lucas Digne,forward,Everton,1b84dbe1,27,2020,84,0.5,52,94,0,100,28,64.3,0,-0.04,0,68.7,0,0,1,729
Lucas HernГЎndez,defender,Bayern Munich,c3ee18ef,24,2020,83,0.7,28,60,0,83,31,61.3,28,1.35,0,65.0,1,0,0,576
Lucas HГ¶ler,forward,Freiburg,ca618d23,26,2020,71,8.5,37,52,0,18,48,56.3,33,-0.03,0,52.2,0,0,1,676
Lucas Ocampos,forward,Sevilla,a08b974a,26,2020,83,11.2,36,55,1,39,115,58.3,38,0.69,0,47.0,0,0,1,676
Lucas Torreira,midfielder,AtlГ©tico Madrid,52611641,24,2020,80,0.1,3,20,0,16,2,50.0,21,0.06,0,40.0,0,1,0,576
Lucas Tousart,midfielder,Hertha BSC,71ec39ef,23,2020,76,1.5,16,73,0,65,23,69.6,16,-0.14,0,58.3,0,1,0,529
Lucas VГЎzquez,midfielder,Real Madrid,fd51b456,29,2020,81,1.8,28,80,1,46,45,71.1,44,0.56,0,52.6,0,1,0,841
Ludovic Blas,midfielder,Nantes,6191093d,22,2020,77,8.1,19,79,0,16,154,61.0,15,-0.09,0,24.6,0,1,0,484
Ludwig Augustinsson,midfielder,Werder Bremen,9fec8860,26,2020,76,0.9,31,57,0,79,10,60.0,45,-0.65,1,65.7,0,1,0,676
Luis Alberto,midfielder,Lazio,5294a83f,27,2020,84,5.1,43,56,1,14,95,53.7,39,0.39,0,45.5,0,1,0,729
Luis Muriel,forward,Atalanta,eb2fe5b6,29,2020,82,15.5,25,27,0,4,90,58.9,23,1.32,0,34.7,0,0,1,841
Luis SuГЎrez,forward,AtlГ©tico Madrid,a6154613,33,2020,88,16.2,13,16,0,16,33,39.4,27,0.28,0,50.0,0,0,1,1089
Luiz Felipe,defender,Lazio,15d0c248,23,2020,78,0.3,0,53,1,62,5,40.0,35,0.18,0,46.7,1,0,0,529
Luka JoviД‡,forward,Eint Frankfurt,4d8cd038,22,2020,79,2.9,5,3,0,7,26,53.8,23,0.32,0,33.3,0,0,1,484
Luka MilivojeviД‡,midfielder,Crystal Palace,2ce2508a,29,2020,76,2.4,16,100,2,87,14,57.1,13,-0.77,0,63.5,0,1,0,841
Luka ModriД‡,midfielder,Real Madrid,6025fab1,34,2020,87,2.3,35,85,1,33,74,74.3,32,0.52,0,47.5,0,1,0,1156
Lukas Klostermann,defender,RB Leipzig,ca8033cb,24,2020,80,0.8,8,41,1,72,11,54.5,24,1.06,0,40.5,1,0,0,576
Lukas KlГјnter,defender,Hertha BSC,92948149,24,2020,70,0.0,16,21,1,30,10,70.0,0,-0.29,1,52.6,1,0,0,576
Lukas KГјbler,forward,Freiburg,2a29eb9b,27,2020,72,0.1,11,36,0,44,10,70.0,15,-0.46,0,71.9,0,0,1,729
Luke Shaw,defender,Manchester Utd,9c94165b,25,2020,84,0.6,54,64,2,84,56,64.3,27,0.29,1,57.6,1,0,0,625
Lyanco,defender,Torino,b5bf1770,23,2020,72,1.0,4,67,0,227,20,90.0,43,-0.44,0,60.0,1,0,0,529
LГЎszlГі BГ©nes,midfielder,Augsburg,fe888e39,22,2020,73,0.5,6,15,1,9,5,40.0,16,-0.85,0,45.0,0,1,0,484
M'Baye Niang,forward,Rennes,2054d037,25,2020,76,1.0,3,4,0,2,7,14.3,24,-0.02,0,44.8,0,0,1,625
Mahmoud Dahoud,midfielder,Dortmund,db4ed67b,24,2020,79,0.6,13,48,1,24,25,88.0,24,0.56,0,45.5,0,1,0,576
Makoto Hasebe,forward,Eint Frankfurt,9ab16552,36,2020,77,0.1,9,74,2,131,8,62.5,24,0.53,0,52.5,0,0,1,1296
Mamadou Sakho,defender,Crystal Palace,87935cf3,30,2020,75,0.1,0,6,0,24,0,0.0,6,-1.0,0,45.5,1,0,0,900
Manolo Gabbiadini,forward,Sampdoria,8f866fe8,28,2020,75,2.8,4,5,0,6,7,42.9,28,0.01,0,35.3,0,0,1,784
Manuel Akanji,defender,Dortmund,89ac64a6,25,2020,80,1.7,8,90,1,189,10,90.0,25,0.86,0,60.5,1,0,0,625
Manuel Gulde,defender,Freiburg,25ab9c9c,29,2020,73,0.8,6,64,0,118,5,60.0,17,-0.06,0,56.6,1,0,0,841
Manuel Lanzini,midfielder,West Ham,26f6dca8,27,2020,77,1.0,6,16,0,9,13,46.2,21,0.21,0,20.0,0,1,0,729
Manuel Lazzari,defender,Lazio,02caf6e0,26,2020,81,2.1,28,42,0,43,58,53.4,43,0.42,1,41.9,1,0,0,676
Manuel Locatelli,midfielder,Sassuolo,a8a874f1,22,2020,82,3.7,30,132,1,150,36,75.0,23,-0.01,0,51.6,0,1,0,484
Marc Albrighton,midfielder,Leicester City,b827d5b3,30,2020,76,1.2,53,50,1,37,66,56.1,27,0.33,0,21.7,0,1,0,900
Marc Roca,midfielder,Bayern Munich,da27e268,23,2020,77,0.2,3,4,0,4,3,66.7,16,-0.63,0,25.0,0,1,0,529
Marcel Halstenberg,defender,RB Leipzig,8ff2354e,28,2020,78,1.9,18,45,0,56,17,76.5,14,1.08,0,71.7,1,0,0,784
Marcel Sabitzer,midfielder,RB Leipzig,e280527c,26,2020,84,7.6,27,64,0,37,24,62.5,19,0.78,0,45.2,0,1,0,676
Marcelo,forward,Real Madrid,603116a7,32,2020,80,0.5,17,35,0,19,14,85.7,22,0.56,0,22.7,0,0,1,1024
Marcelo,defender,Lyon,e3d0b0c4,33,2020,80,1.8,5,93,2,244,5,60.0,0,0.93,0,71.6,1,0,0,1089
Marcelo BrozoviД‡,midfielder,Inter,33b8d077,27,2020,84,1.0,28,94,0,121,12,83.3,28,0.91,0,42.9,0,1,0,729
Marco Asensio,forward,Real Madrid,45af8a54,24,2020,83,3.8,32,23,0,17,39,74.4,28,0.33,0,58.8,0,0,1,576
Marco Reus,midfielder,Dortmund,36a3ff67,31,2020,85,10.2,30,47,0,20,65,64.6,23,0.95,0,37.5,0,1,0,961
Marco Richter,forward,Augsburg,f972644c,22,2020,74,5.1,26,23,0,13,60,56.7,17,-0.78,0,26.9,0,0,1,484
Marco Verratti,midfielder,Paris S-G,1467af0d,27,2020,87,1.3,14,79,1,30,60,80.0,27,1.11,0,47.8,0,1,0,729
Marcos Alonso,defender,Chelsea,f4290206,29,2020,79,1.8,21,25,0,32,17,52.9,20,0.53,0,60.5,1,0,0,841
Marcos Llorente,midfielder,AtlГ©tico Madrid,02c15616,25,2020,86,3.4,42,100,0,36,66,59.1,28,0.35,0,37.3,0,1,0,625
Marcus Coco,midfielder,Nantes,3010aefb,24,2020,73,0.8,33,56,0,21,41,56.1,19,-0.14,0,45.7,0,1,0,576
Marcus Rashford,forward,Manchester Utd,a1d5bd30,22,2020,85,8.9,37,26,0,18,163,50.3,26,0.41,0,56.8,0,0,1,484
Marcus Thuram,forward,M'Gladbach,6f8cd6d0,22,2020,79,8.1,18,39,1,23,76,59.2,26,0.6,0,57.9,0,0,1,484
Mariano,forward,Real Madrid,5c4dc0ff,26,2020,75,1.7,4,4,0,7,12,58.3,14,-0.27,0,58.8,0,0,1,676
Marius Wolf,forward,KГ¶ln,fa661778,25,2020,75,3.2,58,63,1,74,71,52.1,38,-0.51,0,37.3,0,0,1,625
Mark Uth,forward,Schalke 04,a3ddb1b9,28,2020,75,3.2,11,30,0,13,40,45.0,37,-1.34,0,36.8,0,0,1,784
Marko Rog,midfielder,Cagliari,b6b2b820,25,2020,74,0.2,7,59,0,29,31,64.5,0,-0.67,0,27.8,0,1,0,625
Marquinhos,defender,Paris S-G,d5f2f82b,26,2020,87,2.2,3,54,2,194,2,100.0,25,1.13,0,63.6,1,0,0,676
Marten de Roon,midfielder,Atalanta,2a1beb34,29,2020,82,0.6,20,149,0,74,16,75.0,40,0.86,0,59.6,0,1,0,841
Martin Braithwaite,forward,Barcelona,fd771f95,29,2020,77,5.4,8,14,0,10,16,56.3,16,1.28,0,53.3,0,0,1,841
Martin Terrier,forward,Rennes,5148dcc5,23,2020,77,5.3,21,49,0,8,43,60.5,22,0.15,0,43.0,0,0,1,529
Marvin Plattenhardt,defender,Hertha BSC,f7aa75bd,28,2020,74,0.1,21,16,1,22,8,50.0,33,-0.13,0,61.5,1,0,0,784
Mason Holgate,defender,Everton,d0042ab9,23,2020,77,1.0,14,91,3,164,11,72.7,15,-0.27,0,66.1,1,0,0,529
Mateo KovaДЌiД‡,midfielder,Chelsea,79c0821a,26,2020,83,1.0,11,61,2,16,65,81.5,24,0.75,0,47.8,0,1,0,676
MathГ­as Olivera,defender,Getafe,41c12f75,22,2020,76,2.5,35,92,0,74,37,70.3,3,-0.03,0,52.7,1,0,0,484
Matija NastasiД‡,defender,Schalke 04,f35430a4,27,2020,74,0.4,1,37,1,126,0,0.0,2,-1.52,0,53.8,1,0,0,729
Mats Hummels,defender,Dortmund,05d548d8,31,2020,86,4.6,11,131,2,265,10,70.0,28,0.76,0,73.4,1,0,0,961
Matt Ritchie,forward,Newcastle Utd,71ef519e,30,2020,74,0.4,15,22,0,55,15,53.3,20,-0.28,1,41.4,0,0,1,900
Matt Targett,defender,Aston Villa,e514ab62,24,2020,77,0.3,44,138,1,160,25,60.0,0,0.06,0,58.7,1,0,0,576
Matteo Darmian,defender,Inter,96e0490d,30,2020,78,1.5,13,47,0,44,9,22.2,13,0.45,0,59.1,1,0,0,900
Matthew Lowton,defender,Burnley,9a9c05db,31,2020,76,0.8,26,110,1,137,40,67.5,0,-0.42,0,58.9,1,0,0,961
Matthias Ginter,defender,M'Gladbach,f521b80a,26,2020,84,1.4,18,77,0,249,11,90.9,0,0.27,0,63.8,1,0,0,676
Mattia De Sciglio,defender,Lyon,ae4e2852,27,2020,76,0.1,17,56,0,58,21,57.1,23,0.67,0,61.3,1,0,0,729
Mattia Destro,forward,Genoa,d7d32194,29,2020,74,6.2,7,10,0,10,52,46.2,9,-0.5,0,35.8,0,0,1,841
Mauro Arambarri,midfielder,Getafe,58afe001,24,2020,79,2.1,14,106,0,39,56,64.3,45,-0.14,0,50.5,0,1,0,576
Mauro Icardi,forward,Paris S-G,43b78598,27,2020,83,8.6,4,9,0,7,5,60.0,17,1.24,0,57.7,0,0,1,729
Maxime Gonalons,midfielder,Granada,b8c1de25,31,2020,76,0.2,11,78,1,47,27,66.7,29,-0.3,0,61.8,0,1,0,961
Maxime Lopez,midfielder,Sassuolo,20094685,22,2020,75,1.2,14,40,1,39,25,72.0,24,0.12,0,23.1,0,1,0,484
Maximilian Arnold,midfielder,Wolfsburg,86e119e0,26,2020,81,2.4,19,96,0,85,19,89.5,0,0.35,0,59.1,0,1,0,676
Maximilian Eggestein,midfielder,Werder Bremen,beb882a8,23,2020,75,1.0,31,100,0,67,20,60.0,0,-0.59,0,44.4,0,1,0,529
Maximilian MittelstГ¤dt,midfielder,Hertha BSC,88d4144a,23,2020,74,0.5,33,121,1,71,35,54.3,18,-0.36,0,62.8,0,1,0,529
Maxwel Cornet,midfielder,Lyon,beb391dd,23,2020,75,2.1,28,113,2,78,39,59.0,24,1.13,0,54.7,0,1,0,529
Maya Yoshida,defender,Sampdoria,caffaf5a,31,2020,73,1.8,4,74,1,246,6,83.3,20,-0.48,0,64.8,1,0,0,961
Mexer,defender,Bordeaux,ce492295,31,2020,72,0.1,3,26,0,62,3,100.0,67,-0.45,0,70.3,1,0,0,961
Michael Keane,defender,Everton,c5b7c315,27,2020,80,1.5,13,79,0,354,7,57.1,23,-0.02,0,69.4,1,0,0,729
Michail Antonio,forward,West Ham,ac05f970,30,2020,79,12.9,20,14,0,11,87,49.4,23,0.7,0,44.7,0,0,1,900
Mijat GaД‡inoviД‡,forward,Hoffenheim,16daec92,25,2020,72,2.0,17,36,0,18,13,38.5,20,-0.13,0,31.3,0,0,1,625
Milan Badelj,midfielder,Genoa,e8c930bb,31,2020,76,0.8,25,143,1,78,46,78.3,10,-0.27,0,57.1,0,1,0,961
Milan Е kriniar,defender,Inter,30f5ffa9,25,2020,86,2.3,13,78,1,246,9,66.7,26,0.89,0,42.7,1,0,0,625
Milot Rashica,forward,Werder Bremen,6c6a3300,24,2020,77,4.4,12,28,0,7,69,50.7,30,-0.7,0,24.0,0,0,1,576
Mohamed Fares,defender,Lazio,b7a5bc86,24,2020,72,0.7,18,36,0,27,18,33.3,36,-0.02,0,40.0,1,0,0,576
Mohamed Salah,forward,Liverpool,e342ad68,28,2020,89,19.3,40,19,1,11,84,42.9,29,0.65,0,30.0,0,0,1,784
Moise Kean,forward,Paris S-G,3d50bcdb,20,2020,79,10.2,11,19,0,12,50,54.0,6,0.78,0,50.0,0,0,1,400
Morgan Sanson,midfielder,Marseille,6e7f1353,25,2020,76,0.9,15,30,0,9,19,47.4,26,-0.24,0,30.0,0,1,0,625
Morgan Schneiderlin,midfielder,Nice,51b41c5c,30,2020,75,0.7,12,104,0,86,18,77.8,26,-0.25,0,60.9,0,1,0,900
Mouctar Diakhaby,defender,Valencia,d2110326,23,2020,73,1.2,8,43,1,225,9,77.8,51,-0.32,0,65.2,1,0,0,529
Moussa Sissoko,midfielder,Tottenham,2acd49b9,30,2020,78,0.2,10,45,0,52,27,66.7,25,-0.15,0,42.1,0,1,0,900
Myziane Maolida,forward,Nice,706a60e1,21,2020,71,2.2,20,19,0,9,44,47.7,25,-0.33,0,13.6,0,0,1,441
N'Golo KantГ©,midfielder,Chelsea,b9fbae28,29,2020,90,0.6,26,138,0,57,38,68.4,20,0.61,0,37.8,0,1,0,841
Nabil Fekir,midfielder,Betis,bece776f,27,2020,84,7.0,26,53,0,4,117,72.6,0,0.21,0,29.9,0,1,0,729
Naby KeГЇta,midfielder,Liverpool,f25c8e3a,25,2020,80,0.4,3,20,0,5,10,80.0,15,0.95,0,30.8,0,1,0,625
Nadiem Amiri,midfielder,Leverkusen,555d5edd,23,2020,77,2.2,24,24,0,19,39,53.8,21,0.19,0,16.0,0,1,0,529
Nampalys Mendy,midfielder,Leicester City,1598599e,28,2020,75,0.1,9,40,0,20,12,50.0,26,0.19,0,36.4,0,1,0,784
Nathan AkГ©,defender,Manchester City,eaeca114,25,2020,78,0.3,5,19,0,40,1,0.0,20,0.7,0,58.5,1,0,0,625
Nathan Redmond,midfielder,Southampton,ab651565,26,2020,76,3.1,22,41,0,8,68,57.4,22,-0.26,0,27.8,0,1,0,676
Nemanja MaksimoviД‡,midfielder,Getafe,00b28772,25,2020,79,2.0,16,107,1,53,19,68.4,25,-0.27,0,42.7,0,1,0,625
Nemanja MatiД‡,midfielder,Manchester Utd,eb7822d7,31,2020,79,0.3,7,47,3,41,21,81.0,9,0.37,0,65.5,0,1,0,961
Nico Elvedi,defender,M'Gladbach,48035304,23,2020,79,1.7,19,114,0,268,6,66.7,0,0.39,0,56.4,1,0,0,529
Nico Schulz,defender,Dortmund,fa274d97,27,2020,77,0.1,17,15,0,32,3,0.0,12,-0.03,1,50.0,1,0,0,729
Nicola Murru,defender,Torino,d183e9d6,25,2020,72,0.4,13,21,0,23,12,41.7,16,-0.22,0,52.6,1,0,0,625
Nicola Sansone,forward,Bologna,7eb97a8e,28,2020,76,3.9,14,31,0,12,60,56.7,26,-0.19,0,17.2,0,0,1,784
Nicolas Cozza,defender,Montpellier,8f325097,21,2020,72,0.3,14,65,0,85,20,60.0,21,-0.87,0,40.5,1,0,0,441
Nicolas HГ¶fler,midfielder,Freiburg,5d8e331f,30,2020,72,1.5,31,120,2,79,49,69.4,45,-0.13,0,57.9,0,1,0,900
Nicolas Pallois,defender,Nantes,779847d6,32,2020,76,1.9,16,95,1,202,26,65.4,4,-0.16,1,60.0,1,0,0,1024
Nicolas PГ©pГ©,forward,Arsenal,57e3f0c7,25,2020,81,5.8,32,32,0,19,66,40.9,24,-0.13,0,54.5,0,0,1,625
NicolГІ Barella,midfielder,Inter,6928979a,23,2020,84,2.4,41,84,0,41,52,67.3,31,0.79,0,51.7,0,1,0,529
Niklas Stark,forward,Hertha BSC,aad48be9,25,2020,76,1.1,14,91,0,154,4,50.0,20,-0.16,0,58.3,0,0,1,625
Niklas SГјle,defender,Bayern Munich,e33c06cf,24,2020,82,1.0,5,53,1,101,16,68.8,21,1.26,0,58.1,1,0,0,576
Nikola KaliniД‡,forward,Hellas Verona,d4931a5a,32,2020,75,4.1,17,6,0,7,9,55.6,20,-0.02,0,25.0,0,0,1,1024
Nikola MilenkoviД‡,defender,Fiorentina,bee704fc,22,2020,76,3.9,17,93,1,214,11,72.7,0,-0.36,0,77.1,1,0,0,484
Nils Petersen,forward,Freiburg,f93e6e94,31,2020,75,6.3,8,20,0,28,13,30.8,21,-0.33,0,22.3,0,0,1,961
Noah Joel Sarenren Bazee,forward,Augsburg,fbbc8e15,23,2020,69,0.0,1,1,0,1,4,25.0,7,-1.12,0,40.0,0,0,1,529
Nordi Mukiele,defender,RB Leipzig,ac73ec79,22,2020,81,2.6,38,67,2,43,23,56.5,16,1.14,0,63.5,1,0,0,484
Oleksandr Zinchenko,defender,Manchester City,51cf8561,23,2020,80,0.7,13,48,0,45,9,66.7,28,1.12,0,65.9,1,0,0,529
Olivier Giroud,forward,Chelsea,16ceb862,33,2020,79,4.2,7,9,0,11,2,100.0,18,0.96,0,41.1,0,0,1,1089
Ondrej Duda,forward,KГ¶ln,79ca3e23,25,2020,75,6.4,32,55,0,23,72,70.8,0,-0.33,0,34.7,0,0,1,625
Oriol Romeu,midfielder,Southampton,4b511457,28,2020,78,0.5,14,99,0,44,17,82.4,31,0.02,0,52.5,0,1,0,784
OtГЎvio,midfielder,Bordeaux,243f4a0b,26,2020,81,0.4,10,80,0,62,8,62.5,0,-0.38,0,42.9,0,1,0,676
Ousmane DembГ©lГ©,forward,Barcelona,b19db005,23,2020,83,5.6,25,23,1,6,99,63.6,27,0.7,0,42.9,0,0,1,529
Pablo Sarabia,forward,Paris S-G,9744ff80,28,2020,80,5.3,17,20,0,12,22,36.4,18,0.74,0,26.7,0,0,1,784
Pascal GroГџ,forward,Brighton,8aec0537,29,2020,76,4.9,30,68,1,43,20,45.0,13,0.43,0,33.8,0,0,1,841
Patric,defender,Lazio,f7223718,27,2020,74,0.5,9,48,1,104,3,33.3,24,0.16,0,48.3,1,0,0,729
Patrick Cutrone,forward,Fiorentina,a4fe8cda,22,2020,73,0.2,1,5,0,1,0,0.0,18,-0.29,0,30.0,0,0,1,484
Patrick Herrmann,forward,M'Gladbach,dfb6490a,29,2020,74,2.3,14,19,0,11,16,62.5,12,0.53,0,26.7,0,0,1,841
Patrik Schick,forward,Leverkusen,5d4f7d61,24,2020,79,9.2,7,10,0,26,29,69.0,27,0.27,0,47.6,0,0,1,576
Paul Dummett,defender,Newcastle Utd,3fe6bd8c,28,2020,74,0.3,7,32,0,85,4,75.0,24,-0.26,0,55.7,1,0,0,784
Paul Pogba,midfielder,Manchester Utd,867239d3,27,2020,87,2.8,23,62,0,54,65,67.7,23,0.24,0,62.5,0,1,0,729
Paulo Dybala,forward,Juventus,e0921a4f,26,2020,87,4.6,13,15,0,2,47,57.4,17,0.83,0,18.2,0,0,1,676
Pavel KadeЕ™ГЎbek,midfielder,Hoffenheim,79c90e45,28,2020,78,1.1,25,33,0,39,20,25.0,31,0.01,0,50.0,0,1,0,784
Pedro,midfielder,Roma,3ca7254a,33,2020,78,4.2,13,31,1,8,40,65.0,24,0.49,0,20.0,0,1,0,1089
Peter PekarГ­k,defender,Hertha BSC,c18d22f5,33,2020,74,1.8,11,51,0,69,9,55.6,19,-0.07,0,51.7,1,0,0,1089
Phil Foden,forward,Manchester City,ed1e53f3,20,2020,84,5.0,17,33,0,14,67,56.7,20,0.9,0,38.1,0,0,1,400
Philipp Lienhart,defender,Freiburg,302527b2,24,2020,76,1.9,14,63,0,220,7,57.1,0,-0.21,0,57.8,1,0,0,576
Pierre Lees-Melou,midfielder,Nice,f5044e54,27,2020,76,4.7,15,96,1,62,32,75.0,27,-0.22,0,42.4,0,1,0,729
Pierrick Capelle,forward,Angers,79b2399c,33,2020,75,3.0,36,100,0,54,39,56.4,17,-0.32,0,45.2,0,0,1,1089
Piotr ZieliЕ„ski,midfielder,Napoli,a5296e55,26,2020,81,5.3,19,36,0,25,95,61.1,20,0.53,0,33.3,0,1,0,676
Pol Lirola,midfielder,Marseille,ff800ed8,22,2020,76,1.3,25,53,0,41,48,60.4,18,0.06,0,63.0,0,1,0,484
Presnel Kimpembe,defender,Paris S-G,aef6e670,24,2020,83,0.3,4,76,4,180,12,75.0,14,0.83,0,60.7,1,0,0,576
Rafael TolГіi,defender,Atalanta,c56dc39e,29,2020,80,3.3,36,84,0,103,16,50.0,32,0.85,0,62.2,1,0,0,841
Raheem Sterling,forward,Manchester City,b400bde0,25,2020,88,11.0,37,36,0,4,122,54.1,19,1.09,0,30.0,0,0,1,625
Ramy Bensebaini,defender,M'Gladbach,378825c7,25,2020,79,2.3,24,90,0,97,22,59.1,17,0.13,0,62.1,1,0,0,625
Rani Khedira,midfielder,Augsburg,59e4b92e,26,2020,74,1.1,14,60,0,64,2,100.0,9,-0.6,0,60.0,0,1,0,676
Raphael Framberger,defender,Augsburg,626fab5f,24,2020,71,0.0,28,78,1,71,21,42.9,29,-0.54,1,44.7,1,0,0,576
RaphaГ«l Guerreiro,defender,Dortmund,048a1cbc,26,2020,84,3.8,23,58,1,61,48,66.7,16,0.84,0,26.1,1,0,0,676
