"Player","Pos","Squad","id","Age","Season","RATING","xG","xA","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Att.5","Succ%","TotDist.1","Mn/Sub","onxG","xG+/-90","OG","Recov","Won%","def","mid","forw","Age^2"
"Abdoulaye Bamba","midfielder","Angers","7fecbcdb","31","2021","71","0.2","0.1","6","15","0","18","7","1","0","587","18","4.6","-1.16","1","19","54.5","0","1","0","961"
"Abdoulaye DoucourГ©","midfielder","Everton","02b29014","28","2021","79","2.2","1.3","32","103","0","63","44","41","51.2","3500","7","29.6","-0.34","0","213","48.6","0","1","0","784"
"Abdoulaye TourГ©","midfielder","Genoa","ef7cd87a","27","2021","72","0.1","0.1","4","16","0","8","5","9","66.7","459","14","3.3","-0.96","0","27","55.6","0","1","0","729"
"Achraf Hakimi","defender","Paris S-G","e42d61c7","22","2021","84","2.5","5","32","102","2","59","80","53","39.6","6113","14","57.5","1.12","0","123","31","1","0","0","484"
"Adam Lallana","midfielder","Brighton","99813635","33","2021","75","1.1","1","16","50","1","40","35","23","60.9","2312","18","20.3","0.1","0","126","65.2","0","1","0","1089"
"Adam MaruЕЎiД‡","defender","Lazio","d4535821","28","2021","79","0.2","0.5","17","71","0","116","15","25","56","4684","37","46.5","0.36","0","155","60","1","0","0","784"
"Adam Ounas","midfielder","Napoli","ed90babd","24","2021","73","0.7","0.7","4","8","0","4","20","28","85.7","1436","17","5.8","0.88","0","23","25","0","1","0","576"
"Adama Soumaoro","defender","Bologna","7b075c75","29","2021","74","0.9","0.3","11","49","0","136","17","10","80","3045","19","30.3","-0.07","1","108","73.8","1","0","0","841"
"Ademola Lookman","forward","Leicester City","7c104bb7","23","2021","77","4.5","1.8","26","42","0","7","88","58","65.5","2680","29","22.6","-0.27","0","102","21.4","0","0","1","529"
"Admir Mehmedi","defender","Wolfsburg","b500b384","30","2021","73","0","0","0","0","0","0","0","0","0","36","4","0.2","2.36","0","2","0","1","0","0","900"
"Adnan Januzaj","forward","Real Sociedad","4737cebe","26","2021","78","4.1","3.7","27","29","0","19","51","79","58.2","4080","25","22.6","0.31","0","93","34.5","0","0","1","676"
"Adrien Tameze","forward","Hellas Verona","8da74c05","27","2021","77","1.2","1.7","20","104","0","79","42","60","56.7","4631","30","35.6","0.02","0","233","52.6","0","0","1","729"
"Adrien Thomasson","midfielder","Strasbourg","c76b7567","27","2021","77","6.2","4.5","39","93","1","26","117","55","56.4","4543","24","40.8","0.36","0","177","34.8","0","1","0","729"
"Ainsley Maitland-Niles","defender","Roma","e3a5814e","23","2021","75","0.3","1","8","14","0","9","7","10","60","851","15","8.6","0.88","0","42","88.9","1","0","0","529"
"Alberto Grassi","midfielder","Cagliari","6cc97b6a","26","2021","72","1.1","1.1","16","110","1","77","22","27","66.7","3341","22","25.7","-0.45","0","176","65.9","0","1","0","676"
"Albin Ekdal","midfielder","Sampdoria","f503ea63","32","2021","75","0.9","0.4","14","72","0","51","24","23","65.2","2192","25","14.8","-0.56","0","144","58.5","0","1","0","1024"
"Alessandro Bastoni","defender","Inter","75b86fb3","22","2021","84","0.3","1.7","25","79","1","242","18","19","57.9","5399","27","50.5","0.95","0","152","62.3","1","0","0","484"
"Alessandro Florenzi","midfielder","Milan","e288d4b3","30","2021","79","0.7","1.5","17","55","1","31","20","10","80","2434","19","19.6","0.69","0","79","50","0","1","0","900"
"Alessandro SchГ¶pf","midfielder","Arminia","106bca06","27","2021","70","2","3","27","70","1","36","43","54","55.6","3734","26","21.7","-1.11","0","209","40.7","0","1","0","729"
"Alessio Romagnoli","defender","Milan","3ead85f9","26","2021","80","0.6","0.5","5","43","0","116","21","2","100","2780","9","20.2","0.27","0","79","70.8","1","0","0","676"
"Alex Ferrari","defender","Sampdoria","d0dbca9f","27","2021","72","0.6","0.1","13","79","1","142","4","14","28.6","2389","26","16.6","-0.49","0","109","52.3","1","0","0","729"
"Alex Iwobi","forward","Everton","6ca5ec4b","25","2021","75","2.3","3","25","60","2","40","61","57","56.1","3314","23","25.5","-0.42","0","130","30","0","0","1","625"
"Alex Oxlade-Chamberlain","midfielder","Liverpool","38c7feef","27","2021","77","1.3","0.8","11","21","0","5","31","17","70.6","1945","26","19.1","1.39","0","33","29.4","0","1","0","729"
"Alex Sandro","defender","Juventus","0d82903c","30","2021","80","0.9","1.3","15","54","0","84","37","29","48.3","4206","31","25.7","0.24","1","113","60.8","1","0","0","900"
"Alexander Djiku","defender","Strasbourg","43e7a164","26","2021","77","2.1","1.7","9","111","2","175","25","16","43.8","6184","45","40.9","0.16","0","142","71","1","0","0","676"
"Alexander Hack","defender","Mainz 05","a5ec3ede","27","2021","74","2.8","0.9","16","103","1","172","31","12","58.3","2500","38","37.7","0.47","0","172","58.8","1","0","0","729"
"Alexandre Lacazette","forward","Arsenal","9dbb75ca","30","2021","81","8.4","1.8","13","32","0","4","106","33","57.6","1538","18","34.6","0.75","0","52","30.9","0","0","1","900"
"Alexis SГЎnchez","forward","Inter","2c0f8e9e","32","2021","79","4.3","2.5","9","11","0","4","51","39","53.8","1743","18","23","1.28","0","36","38.5","0","0","1","1024"
"Alfred Duncan","midfielder","Fiorentina","528492ea","28","2021","75","0.9","1.7","26","44","0","18","29","23","56.5","3131","29","28.9","0.41","0","92","34.6","0","1","0","784"
"Allan Saint-Maximin","forward","Newcastle Utd","2b16cb1a","24","2021","81","5.2","3.8","33","24","0","7","111","241","62.2","8944","29","29.8","-0.65","0","110","50","0","0","1","576"
"Almamy TourГ©","forward","Eint Frankfurt","c8c60119","25","2021","74","1","0.1","9","17","0","27","8","6","33.3","532","33","8.9","-0.34","0","42","46.4","0","0","1","625"
"Amadou Diawara","midfielder","Roma","bf309d24","24","2021","74","0","0","1","7","0","3","0","1","100","106","18","2.2","0.36","0","12","100","0","1","0","576"
"Ambroise Oyongo","defender","Montpellier","e3e05edf","30","2021","78","0.3","0.6","11","19","0","29","8","4","100","1165","22","7.3","-0.92","0","32","25","1","0","0","900"
"Amine Harit","forward","Marseille","e7d59f4f","24","2021","75","2.5","2.4","5","22","0","3","48","56","44.6","4155","21","21.9","0.68","0","51","30","0","0","1","576"
"Anastasios Donis","forward","Reims","0f26fd24","24","2021","66","0.9","0.2","3","8","0","2","17","18","38.9","1136","22","4.1","0.38","0","11","28.6","0","0","1","576"
"Ander Herrera","midfielder","Paris S-G","436a9dd0","31","2021","79","0.8","2.5","5","43","0","32","12","10","60","2902","15","21.1","0.81","0","72","40","0","1","0","961"
"Andrea Conti","forward","Sampdoria","8fef5412","27","2021","73","0.4","0.1","3","11","0","11","8","3","66.7","186","18","2.1","-0.96","0","5","0","0","0","1","729"
"Andrea Petagna","forward","Napoli","03f946ed","26","2021","76","1.6","1.1","6","3","0","5","23","14","64.3","887","14","10.4","0.77","0","15","45.9","0","0","1","676"
"Andrea Ranocchia","defender","Inter","539230cf","33","2021","74","0.5","0","0","12","0","42","3","0","0","524","24","8.9","1.34","0","14","69.6","1","0","0","1089"
"Andreas Christensen","defender","Chelsea","1cb49278","25","2021","82","0.6","0.5","5","43","1","147","5","4","100","3835","28","25.9","0.67","0","110","55.8","1","0","0","625"
"Andrei Girotto","forward","Nantes","3befc2b6","29","2021","78","2.9","0.6","8","154","0","217","54","11","54.5","4961","0","41.9","-0.14","0","200","62.4","0","0","1","841"
"Andrej KramariД‡","forward","Hoffenheim","603cb947","30","2021","82","12.6","7.4","26","17","1","10","158","56","53.6","4822","26","48.6","-0.07","0","125","37.8","0","0","1","900"
"Andrew Robertson","defender","Liverpool","2e4f5f03","27","2021","87","1.4","5.5","34","59","0","77","88","23","56.5","7043","0","64.8","1.37","0","180","65","1","0","0","729"
"Andriy Yarmolenko","forward","West Ham","849c826a","31","2021","75","0.8","0.3","4","4","0","6","19","8","37.5","529","14","5.6","-0.46","0","5","38.5","0","0","1","961"
"Andros Townsend","midfielder","Everton","b28bbd58","30","2021","76","2.2","2.5","20","45","1","13","27","48","54.2","2570","15","16.2","-0.45","0","80","28","0","1","0","900"
"AndrГ© Hahn","midfielder","Augsburg","cd82452e","30","2021","74","2.9","1.2","25","51","0","55","79","31","41.9","1828","23","24","-0.5","0","73","45","0","1","0","900"
"AndrГ©s Guardado","midfielder","Betis","ef322658","34","2021","77","0.9","0.5","9","51","1","47","13","10","60","3064","18","20.7","0.12","0","100","27.3","0","1","0","1156"
"Andy Delort","forward","Nice","d33c706e","29","2021","80","14.6","3.7","18","24","0","18","134","46","39.1","2594","31","40.4","0.31","0","59","48.2","0","0","1","841"
"Angelo Fulgini","midfielder","Angers","4b96c347","24","2021","77","5.8","3.1","27","57","1","11","84","125","39.2","6756","8","40.1","-0.08","0","137","44.6","0","1","0","576"
"Angelo Ogbonna","defender","West Ham","74b2cd7e","33","2021","79","0.3","0","2","18","0","63","6","1","100","1623","0","16.6","0.55","0","45","69.2","1","0","0","1089"
"Ante RebiД‡","forward","Milan","536cebe5","27","2021","80","2.4","3.2","12","17","1","6","75","38","42.1","1569","26","16.2","0.48","0","25","37.1","0","0","1","729"
"Anthony Martial","forward","Sevilla","8b788c01","25","2021","80","0.4","0.2","1","2","0","2","24","16","43.8","934","31","4.8","0.14","0","7","40","0","0","1","625"
"Antoine Griezmann","forward","AtlГ©tico Madrid","df69b544","30","2021","83","5.1","3","11","37","0","16","70","29","65.5","2408","40","24","0.49","0","72","36.9","0","0","1","900"
"Antonio Candreva","midfielder","Sampdoria","356c9002","34","2021","80","5.8","8.3","60","60","0","43","80","51","41.2","7478","0","34.2","-0.4","0","193","22.2","0","1","0","1156"
"Antonio RГјdiger","defender","Chelsea","18b896d6","28","2021","87","2.3","1.5","18","76","1","211","48","12","50","8886","0","57.1","0.86","0","183","73.7","1","0","0","784"
"Antonio Sanabria","forward","Torino","0a447501","25","2021","75","8.3","1.2","14","5","0","12","84","20","65","1588","19","25.7","0.31","0","52","38.6","0","0","1","625"
"AntonГ­n BarГЎk","midfielder","Hellas Verona","01efac19","26","2021","81","8.9","3.1","37","24","0","40","91","55","56.4","4966","26","35.5","0.06","0","156","37.6","0","1","0","676"
"Arkadiusz Milik","forward","Marseille","85613cf0","27","2021","79","8.2","1.5","12","12","1","11","89","9","22.2","1243","22","20.3","0.11","0","22","43.8","0","0","1","729"
"Armando Izzo","defender","Torino","89976232","29","2021","74","0.6","0.1","0","33","0","35","8","0","0","1036","19","6.1","-0.12","0","32","51.7","1","0","0","841"
"Arne Maier","midfielder","Augsburg","ab700320","22","2021","76","1.5","3.1","20","35","0","18","24","29","55.2","2668","26","22.2","-0.57","0","127","39","0","1","0","484"
"Arthur Masuaku","midfielder","West Ham","57df7a11","27","2021","75","0.1","0.8","6","40","0","26","9","17","58.8","1001","23","8.9","-0.73","0","50","72.7","0","1","0","729"
"Ashley Barnes","forward","Burnley","2691c772","31","2021","72","2.1","1","6","13","0","6","25","8","62.5","530","13","9.9","-0.53","0","34","43","0","0","1","961"
"Ashley Westwood","midfielder","Burnley","495945ef","31","2021","76","0.6","4.5","22","51","1","45","16","18","55.6","2394","31","24.5","-0.58","0","174","40.9","0","1","0","961"
"Ashley Young","midfielder","Aston Villa","be927d03","36","2021","74","0.4","0.4","16","31","1","37","14","16","56.3","2105","30","16","-0.09","1","66","28.6","0","1","0","1296"
"Aymen Barkok","forward","Eint Frankfurt","a2a85828","23","2021","72","0","0.1","0","11","0","7","0","7","57.1","414","19","1.2","-1.52","0","11","66.7","0","0","1","529"
"Aymeric Laporte","defender","Manchester City","119b9a8e","27","2021","86","4.9","1.3","2","53","2","210","42","8","75","12799","0","74.7","1.75","0","182","61.9","1","0","0","729"
"AГЇssa Mandi","defender","Villarreal","fbd6378b","29","2021","78","2.3","0.1","3","24","3","147","11","0","0","3373","38","29.3","0.59","1","54","55.3","1","0","0","841"
"Baptiste Santamaria","forward","Rennes","5e22e2a4","26","2021","76","1.9","1","17","85","0","80","33","39","46.2","5730","20","46.2","0.49","0","156","64.3","0","0","1","676"
"Bartosz BereszyЕ„ski","defender","Sampdoria","61b3978f","29","2021","73","0.5","1.7","43","106","1","113","31","47","57.4","4722","0","31.2","-0.52","0","191","69.2","1","0","0","841"
"Ben Chilwell","defender","Chelsea","d2424d1b","24","2021","82","0.9","0.7","9","12","1","9","24","6","50","925","2","13.1","1.49","0","32","41.2","1","0","0","576"
"Ben Davies","defender","Tottenham","44781702","28","2021","73","2.3","0.9","28","66","1","140","31","11","63.6","7055","31","50","0.78","0","106","56.3","1","0","0","784"
"Ben Mee","defender","Burnley","8df7a2fb","31","2021","78","2.3","0.1","12","50","1","137","31","5","80","1967","0","18.3","-0.49","1","132","62.4","1","0","0","961"
"Benjamin AndrГ©","midfielder","Lille","ef9c1c95","30","2021","79","1.4","1.3","33","173","0","101","36","25","80","6220","0","40.5","0.33","0","296","54.5","0","1","0","900"
"Benjamin Bourigeaud","forward","Rennes","20e73fac","27","2021","81","5.7","11.6","43","76","0","60","91","21","42.9","6002","0","56.7","0.54","0","144","23.7","0","0","1","729"
"Benjamin Henrichs","defender","RB Leipzig","0a89e877","24","2021","77","1.3","2.7","15","49","0","27","38","17","58.8","1916","21","23.8","0.69","0","77","40","1","0","0","576"
"Benjamin Pavard","defender","Bayern Munich","45a03961","25","2021","79","0.7","3.2","23","71","1","127","29","4","75","5494","22","56.1","1.34","0","139","73.8","1","0","0","625"
"Berat Djimsiti","defender","Atalanta","6eee05f1","28","2021","79","1.9","1.1","16","74","0","112","24","6","66.7","3938","29","41","0.45","1","144","67.9","1","0","0","784"
"Bernardo Silva","midfielder","Manchester City","3eb22ec9","26","2021","88","6.7","4","32","77","0","36","179","92","57.6","9305","12","69.1","1.5","0","156","31.8","0","1","0","676"
"Bertrand TraorГ©","midfielder","Aston Villa","c47541e0","25","2021","76","0.3","0.1","2","3","0","1","14","19","52.6","768","18","3.1","0","0","11","50","0","1","0","625"
"Borja Mayoral","forward","Getafe","64e8ed6d","24","2021","74","2.6","0.5","8","11","0","7","44","29","48.3","1035","30","11","0.13","0","47","41.2","0","0","1","576"
"Boubacar Kamara","forward","Marseille","cc77354e","21","2021","80","1","2.1","24","114","1","89","37","26","61.5","7898","26","46.6","0.52","0","183","51.9","0","0","1","441"
"Bouna Sarr","defender","Bayern Munich","1a4b9094","29","2021","73","0","0","3","10","0","2","5","5","80","195","13","3.6","3.96","0","6","0","1","0","0","841"
"Brais MГ©ndez","midfielder","Celta Vigo","c9e39d91","24","2021","77","4.6","3.9","37","105","0","47","78","70","48.6","5151","45","36.9","-0.01","0","199","47.4","0","1","0","576"
"Bram Nuytinck","defender","Udinese","e33f36d5","31","2021","75","1.2","0.1","3","60","0","243","19","2","50","2962","21","30","-0.1","0","101","53.2","1","0","0","961"
"Breel Embolo","forward","M'Gladbach","0b4f388a","24","2021","77","8.4","3.4","18","22","0","15","102","76","55.3","2762","24","38.8","0.04","0","57","35.4","0","0","1","576"
"Bryan Cristante","midfielder","Roma","16657b95","26","2021","80","2.2","2.2","18","119","0","85","42","30","76.7","5646","26","52.1","0.68","1","190","58.8","0","1","0","676"
"Callum Hudson-Odoi","midfielder","Chelsea","15f3ec41","20","2021","77","2.5","1.9","6","16","1","8","56","26","61.5","2593","20","18.8","0.99","0","39","33.3","0","1","0","400"
"Callum Wilson","forward","Newcastle Utd","c596fcb0","29","2021","79","6.2","0.6","7","12","0","12","69","21","47.6","829","18","12.5","-0.97","0","28","36.7","0","0","1","841"
"Calum Chambers","defender","Aston Villa","dc6f5bdd","26","2021","75","0.2","0.4","7","21","0","100","8","1","0","1525","22","13.2","0.18","0","49","51","1","0","0","676"
"Casemiro","midfielder","Real Madrid","4d224fe8","29","2021","89","2.5","2.9","19","117","3","156","29","27","70.4","4641","30","50","0.59","0","230","66.9","0","1","0","841"
"Cengiz Гњnder","forward","Marseille","1880614f","24","2021","79","6.4","5.1","22","32","0","11","96","68","36.8","5634","26","39.9","0.55","0","72","52.9","0","0","1","576"
"Cenk Tosun","midfielder","Everton","9a104dee","30","2021","73","0","0","0","0","0","0","0","0","0","2","7","0","0.2","0","1","0","0","1","0","900"
"Cesc FГ bregas","midfielder","Monaco","33508c78","34","2021","73","0","0.4","1","2","0","1","1","1","0","96","19","0.3","-0.15","0","4","0","0","1","0","1156"
"Charles ArГЎnguiz","midfielder","Leverkusen","56413b1f","32","2021","80","1.6","1.7","27","78","0","32","14","9","77.8","2342","23","34.2","0.72","0","129","30.4","0","1","0","1024"
"Charlie Taylor","defender","Burnley","cc2d7ad5","27","2021","75","0.2","2.4","39","103","2","170","13","53","50.9","5150","31","34","-0.43","0","183","65.9","1","0","0","729"
"Cheikhou KouyatГ©","midfielder","Crystal Palace","8d3c902d","31","2021","77","0.5","1","9","90","0","72","7","17","76.5","1839","19","24.2","-0.07","0","136","63.3","0","1","0","961"
"Chris Smalling","defender","Roma","b6964eb6","31","2021","81","2.4","0.3","5","62","1","172","23","4","75","2675","12","35.7","0.63","1","106","79","1","0","0","961"
"Chris Wood","forward","Burnley","4e9a0555","29","2021","76","4.2","0.4","12","7","0","7","46","8","50","489","0","14.1","-0.63","0","23","50.3","0","0","1","841"
"Christian Benteke","forward","Crystal Palace","ab070c55","30","2021","74","4.9","1","3","5","0","38","72","13","69.2","947","17","16.9","0.05","0","25","61.2","0","0","1","900"
